verdict,class,offset,built,detail,evidence
absent,TutWin,0x3098,Spot,0xC bytes,??1TutWin@@QAE@XZ: call ??1Spot@@QAE@XZ on this+0x3098 at 0x004BE8C4
absent,TutWin,0x3230,Scroll,0x214C bytes,??1TutWin@@QAE@XZ: call ?close@Scroll@@QAEXXZ on this+0x3230 at 0x004BE82E
absent,TutWin,0x3CDC,FlatButton,0xB4C bytes,??1TutWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x3CDC at 0x004BE881
absent,TutWin,0x4828,FlatButton,0xB4C bytes,??1TutWin@@QAE@XZ: call ?close@FlatButton@@QAEXXZ on this+0x4828 at 0x004BE852
agreed,UV2Player,0x8DC,Buffer,buffer_ 0x588,??1UV2Player@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x8DC at 0x00404408
agreed,Video,0x54,Palette,palette_ 0x454,??0Video@@QAE@XZ: call ??0Palette@@QAE@XZ on this+0x54 at 0x0063642C
agreed,Video,0xA6C,Buffer,buffer_ 0x588,??0Video@@QAE@XZ: call ??0Buffer@@QAE@XZ on this+0xA6C at 0x0063644C
at-zero,Win,0x0,AutoSound,src/ bases: [],??0Win@@QAE@XZ: call ??0AutoSound@@QAE@XZ on this+0x0 at 0x005EB3D3
base,WorldWin,0x0,GraphicWin,"src/ bases: ['GraphicWin', 'Win']",??1WorldWin@@QAE@XZ: call ??1GraphicWin@@QAE@XZ on this+0x0 at 0x004C4BD7
agreed,WorldWin,0xA1C,Buffer,buffer1_ 0x588,??1WorldWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0xA1C at 0x004C4BC9
agreed,WorldWin,0xFA4,Buffer,buffer2_ 0x588,??1WorldWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0xFA4 at 0x004C4BBA
agreed,WorldWin,0x152C,MapWin,mapWin_ 0x22480,??0WorldWin@@QAE@XZ: call ??0MapWin@@QAE@H@Z on this+0x152C at 0x004C4C41
absent,WorldWin,0x1F038,TextureStore,0x8 bytes,??1WorldWin@@QAE@XZ: call ??1TextureStore@@QAE@XZ on this+0x1F038 at 0x004C4B69
absent,WorldWin,0x1F354,Buffer,0x588 bytes,??1WorldWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x1F354 at 0x004C4B5A
absent,WorldWin,0x1F8DC,Buffer,0x588 bytes,??1WorldWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x1F8DC at 0x004C4B4B
absent,WorldWin,0x1FE64,Buffer,0x588 bytes,??1WorldWin@@QAE@XZ: call ??1Buffer@@QAE@XZ on this+0x1FE64 at 0x004C4B3C
absent,WorldWin,0x203F4,Font,0x28 bytes,??1WorldWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x203F4 at 0x004C4B2D
absent,WorldWin,0x20420,Font,0x28 bytes,??1WorldWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x20420 at 0x004C4B1E
absent,WorldWin,0x2044C,Font,0x28 bytes,??1WorldWin@@QAE@XZ: call ??1Font@@QAE@XZ on this+0x2044C at 0x004C4B0F
absent,WorldWin,0x22F98,GraphicWin,0xA14 bytes,??1WorldWin@@QAE@XZ: call ??1GraphicWin@@QAE@XZ on this+0x22F98 at 0x004C4BAB
