rank,priority,score,address,name,size,caller_count,call_target_count,recovery_state,binding_category,binding_strategy,analysis_entry_agreement,ida9_relation,ghidra_relation,prototype
145,P2,18321,0x005D5350,?fill@GraphicWin@@QAEHPAURECT@@H@Z,238,18,3,unrecovered,,,2,exact,exact,"int (__thiscall ?fill@GraphicWin@@QAEHPAURECT@@H@Z)(GraphicWin* this, RECT*, int)"
146,P2,18321,0x005DD450,?write_right_l@Buffer@@QAEHPADPAURECT@@H@Z,219,18,3,unrecovered,,,2,exact,exact,"int (__thiscall ?write_right_l@Buffer@@QAEHPADPAURECT@@H@Z)(Buffer* this, int8*, RECT*, int)"
147,P2,18320,0x00476A50,?monument@@YAXH@Z,210,18,3,unrecovered,,,2,exact,exact,
148,P2,18221,0x005DC360,?wrap_height@Buffer@@QAEHPADH@Z,170,18,2,unrecovered,,,2,exact,exact,"int (__thiscall ?wrap_height@Buffer@@QAEHPADH@Z)(Buffer* this, int8*, int)"
149,P2,18121,0x00462F00,?tile_to_pixel@MapWin@@QAEXHHPAHPAH@Z,316,18,1,unrecovered,,,2,exact,exact,"void (__thiscall ?tile_to_pixel@MapWin@@QAEXHHPAHPAH@Z)(MapWin* this, int xCoord, int yCoord, int*, int*)"
150,P2,18121,0x00630A00,?get@Net@@QAEHPAKPAK@Z,58,18,1,unrecovered,,,2,exact,exact,"int (__thiscall ?get@Net@@QAEHPAKPAK@Z)(Net* this, unsigned int*, unsigned int*)"
151,P2,18120,0x00446B40,?ambience@@YAHH@Z,406,18,1,unrecovered,,,2,exact,exact,
152,P2,17921,0x00531300,?await_exec@NetDaemon@@QAEXH@Z,375,17,9,unrecovered,,,2,exact,exact,"void (__thiscall ?await_exec@NetDaemon@@QAEXH@Z)(NetDaemon* this, int)"
153,P2,17421,0x005BF930,?X_pops@@YAHPADPBDHPADHPAUSprite@@HHP6AHXZ@Z,370,17,4,unrecovered,,,2,exact,exact,"int (__cdecl ?X_pops@@YAHPADPBDHPADHPAUSprite@@HHP6AHXZ@Z)(int8*, int8*, int length, int8*, int, Sprite*, int, int, int (__cdecl *)())"
154,P2,17321,0x004B9EA0,?redraw@StatusWin@@QAEXXZ,219,17,3,unrecovered,,,2,exact,exact,void (__thiscall ?redraw@StatusWin@@QAEXXZ)(StatusWin* this)
155,P2,17221,0x005DC790,?text_width@Buffer@@QAEHPAD@Z,42,17,2,unrecovered,,,2,exact,exact,"int (__thiscall ?text_width@Buffer@@QAEHPAD@Z)(Buffer* this, int8*)"
156,P2,17121,0x00607CF0,??0FlatButton@@QAE@XZ,166,17,1,unrecovered,,,2,exact,exact,void (__thiscall ??0FlatButton@@QAE@XZ)(FlatButton* this)
157,P2,17121,0x00609FA0,?set_selected_id@ListBox@@QAEXH@Z,115,17,1,unrecovered,,,2,exact,exact,"void (__thiscall ?set_selected_id@ListBox@@QAEXH@Z)(ListBox* this, int)"
158,P2,17120,0x005BF330,?X_pop@@YAHPADPBDP6AHXZ@Z,31,17,1,unrecovered,,,2,exact,exact,
159,P2,17120,0x005BF3F0,?X_pop@@YAHPBDHP6AHXZ@Z,34,17,1,unrecovered,,,2,exact,exact,
160,P2,17120,0x005FD120,?flush_input@@YAXXZ,154,17,1,unrecovered,,,2,exact,exact,
161,P2,17020,0x00628150,sub_628150,37,17,0,unrecovered,,,2,exact,exact,
162,P2,16821,0x005230E0,?interlude@@YAXHPADHH@Z,3142,15,18,unrecovered,,,2,exact,entry_range,"void (__cdecl ?interlude@@YAXHPADHH@Z)(int interludeID, int8* lpszInput, int popupInitType, int)"
163,P2,16821,0x0059D250,?exec@PopMenu@@QAEXHHP6AHXZ@Z,322,16,8,unrecovered,,,2,exact,exact,"void (__thiscall ?exec@PopMenu@@QAEXHHP6AHXZ@Z)(PopMenu* this, int, int, int (__cdecl *)())"
164,P2,16721,0x00460DD0,?check@MainMenu@@QAEXH@Z,4782,15,17,unrecovered,,,2,exact,exact,"void (__thiscall ?check@MainMenu@@QAEXH@Z)(MainMenu* this, int vehID)"
165,P2,16621,0x00511520,?set_move@Console@@QAEXH@Z,733,15,16,unrecovered,,,2,exact,exact,"void (__thiscall ?set_move@Console@@QAEXH@Z)(Console* this, int)"
166,P2,16321,0x005DC7C0,?text_width@Buffer@@QAEHPADH@Z,578,16,3,unrecovered,,,2,exact,exact,"int (__thiscall ?text_width@Buffer@@QAEHPADH@Z)(Buffer* this, int8*, int)"
167,P2,16221,0x004C66E0,??0Wave@@QAE@XZ,239,16,2,unrecovered,,,2,entry_range,entry_range,void (__thiscall ??0Wave@@QAE@XZ)(Wave* this)
168,P2,16221,0x00614F30,?close@EditBox@@QAEXXZ,161,16,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@EditBox@@QAEXXZ)(EditBox* this)
169,P2,16121,0x005947C0,?order_veh@@YAHHHH@Z,23716,5,111,unrecovered,,,2,exact,entry_range,"int (__cdecl ?order_veh@@YAHHHH@Z)(int vehID, int factionID, int)"
170,P2,16121,0x00608F50,?close@Dialog@@QAEXXZ,499,16,1,unrecovered,,,2,exact,exact,void (__thiscall ?close@Dialog@@QAEXXZ)(Dialog* this)
171,P2,16120,0x0061FC90,?setup_edge_gouraud@Texture@@QAAHPAUEdgeScan@@H@Z,346,16,1,unrecovered,,,2,exact,exact,
172,P2,16021,0x0054FFD0,?communicate@@YAXHHH@Z,35269,5,110,unrecovered,,,2,exact,entry_range,"void (__cdecl ?communicate@@YAXHHH@Z)(int factionID, int, int)"
173,P2,15920,0x0050BCC0,?double_cross@@YAXHHH@Z,1559,15,9,unrecovered,,,2,exact,exact,
174,P3,15821,0x0051BC70,?menu_proc@Console@@QAEXH@Z,5582,1,148,unrecovered,,,2,exact,exact,"void (__thiscall ?menu_proc@Console@@QAEXH@Z)(Console* this, int)"
175,P2,15621,0x005C08C0,?veh_kill@@YAXH@Z,564,15,6,unrecovered,,,2,exact,exact,void (__cdecl ?veh_kill@@YAXH@Z)(int vehID)
176,P2,15521,0x004E5250,?base_kill@@YAXH@Z,2056,14,15,unrecovered,,,2,exact,exact,void (__cdecl ?base_kill@@YAXH@Z)(int baseID)
177,P2,15421,0x005DC410,?find_line_break_l@Buffer@@QAEHPADPAHH@Z,762,15,4,unrecovered,,,2,exact,exact,"int (__thiscall ?find_line_break_l@Buffer@@QAEHPADPAHH@Z)(Buffer* this, int8*, int*, int)"
178,P2,15421,0x005E3890,?init@Sprite@@QAEHPADHH@Z,195,15,4,unrecovered,,,2,exact,exact,"int (__thiscall ?init@Sprite@@QAEHPADHH@Z)(Sprite* this, int8*, int, int)"
179,P2,15421,0x00601BF0,?start@BasePop@@QAEHPADPBDH0HPAUGraphicWin@@@Z,2569,13,24,unrecovered,,,2,exact,exact,"int (__thiscall ?start@BasePop@@QAEHPADPBDH0HPAUGraphicWin@@@Z)(BasePop* this, int8* srcFileID, int8* sectionID, int, int8*, int, GraphicWin*)"
180,P2,15420,0x005FC700,?wait_task@@YAXXZ,228,15,4,unrecovered,,,2,exact,exact,
181,P2,15221,0x005901D0,?check_global@Lock@@QAEXXZ,105,15,2,unrecovered,,,2,exact,exact,void (__thiscall ?check_global@Lock@@QAEXXZ)(Lock* this)
182,P2,15220,0x005F8500,?clear_bubble_text@Win@@QAGXXZ,47,15,2,unrecovered,,,2,exact,exact,
183,P2,15021,0x005E2210,?get_pixel@Buffer@@QAEHHH@Z,286,15,0,unrecovered,,,2,exact,exact,"int (__thiscall ?get_pixel@Buffer@@QAEHHH@Z)(Buffer* this, int, int)"
184,P2,15020,0x0045D970,?slide_hide@@YAXPAUGraphicWin@@H@Z,1371,13,20,unrecovered,,,2,exact,entry_range,
185,P2,14720,0x0045D440,?slide_show@@YAXPAUGraphicWin@@H@Z,1350,13,17,unrecovered,,,2,exact,entry_range,
186,P2,14621,0x004BDFE0,?tut_win@TutWin@@QAEHPAUGraphicWin@@PBDHHPAUSprite@@HHH@Z,1653,13,16,unrecovered,,,2,exact,entry_range,"int (__thiscall ?tut_win@TutWin@@QAEHPAUGraphicWin@@PBDHHPAUSprite@@HHH@Z)(TutWin* this, GraphicWin*, int8*, int, int, Sprite*, int, int, int)"
187,P2,14621,0x005DCAE0,?write_multi_font_raw_l@Buffer@@QAEHPADHHH@Z,835,14,6,unrecovered,,,2,exact,exact,"int (__thiscall ?write_multi_font_raw_l@Buffer@@QAEHPADHHH@Z)(Buffer* this, int8*, int, int, int)"
188,P2,14521,0x005F9170,?show@PullDown@@QAEHHHP6AHXZ@Z,551,14,5,unrecovered,,,2,exact,exact,"int (__thiscall ?show@PullDown@@QAEHHHP6AHXZ@Z)(PullDown* this, int, int, int (__cdecl *)())"
189,P2,14421,0x005F83D0,?set_bubble_text@Win@@QAEXPADPAURECT@@@Z,299,14,4,unrecovered,,,2,exact,exact,"void (__thiscall ?set_bubble_text@Win@@QAEXPADPAURECT@@@Z)(Win* this, int8*, RECT*)"
190,P2,14221,0x005C03D0,?veh_init@@YAHHHHH@Z,1264,13,12,unrecovered,,,2,exact,exact,"int (__cdecl ?veh_init@@YAHHHHH@Z)(int protoID, int factionID, int xCoord, int yCoord)"
191,P2,14221,0x005C1B70,?veh_ready@@YAHH@Z,200,14,2,unrecovered,,,2,exact,exact,int (__cdecl ?veh_ready@@YAHH@Z)(int vehID)
192,P2,14221,0x0060A670,?attach@ListBox@@QAEHPAUGraphicWin@@HHH@Z,933,13,12,unrecovered,,,2,exact,exact,"int (__thiscall ?attach@ListBox@@QAEHPAUGraphicWin@@HHH@Z)(ListBox* this, GraphicWin*, int, int, int)"
193,P2,14121,0x0059D3A0,?init@PopMenu@@QAEHXZ,10,14,1,unrecovered,,,2,exact,exact,int (__thiscall ?init@PopMenu@@QAEHXZ)(PopMenu* this)
194,P2,14121,0x005D84C0,?draw@Buffer@@QAEHPAVBuffer@@HHHHH@Z,390,14,1,unrecovered,,,2,exact,exact,"int (__thiscall ?draw@Buffer@@QAEHPAVBuffer@@HHHHH@Z)(Buffer* this, Buffer*, int, int, int, int, int)"
195,P2,14021,0x00479330,?draw@MultiWin@@QAEXH@Z,1468,12,20,unrecovered,,,2,exact,exact,"void (__thiscall ?draw@MultiWin@@QAEXH@Z)(MultiWin* this, int)"
196,P2,14021,0x004E25B0,?close@AlphaNet@@QAEXXZ,40,14,0,unrecovered,,,2,exact,exact,void (__thiscall ?close@AlphaNet@@QAEXXZ)(AlphaNet* this)
197,P2,14021,0x0053A980,?diplomacy_check@@YAXHHH@Z,6638,13,10,unrecovered,,,2,exact,exact,"void (__cdecl ?diplomacy_check@@YAXHHH@Z)(int factionID, int, int)"
198,P3,14021,0x0059F120,?probe@@YAHHHHH@Z,28292,2,120,unrecovered,,,2,exact,entry_range,"int (__cdecl ?probe@@YAHHHHH@Z)(int vehID1, int baseID, int vehID2, int)"
199,P2,14020,0x0055B760,?treaty_off@@YAXHHH@Z,184,14,0,unrecovered,,,2,exact,exact,
200,P2,14020,0x006280E0,sub_6280e0,107,14,0,unrecovered,,,2,exact,exact,
201,P2,13821,0x004A3950,?report@ReportIf@@QAEXHHH@Z,899,12,18,unrecovered,,,2,exact,exact,"void (__thiscall ?report@ReportIf@@QAEXHHH@Z)(ReportIf* this, int, int factionID, int)"
202,P2,13820,0x005E2480,?get_pcx_dimensions@Buffer@@QAAHPBDPAHPAH@Z,549,13,8,unrecovered,,,2,exact,entry_range,
203,P2,13321,0x005DD920,?wrap_cent@Buffer@@QAEHPADHHH@Z,210,13,3,unrecovered,,,2,exact,exact,"int (__thiscall ?wrap_cent@Buffer@@QAEHPADHHH@Z)(Buffer* this, int8*, int, int, int)"
204,P2,13221,0x005DA9F0,?tile@Buffer@@QAEHPAVSprite@@HHHHHH@Z,410,13,2,unrecovered,,,2,exact,exact,"int (__thiscall ?tile@Buffer@@QAEHPAVSprite@@HHHHHH@Z)(Buffer* this, Sprite*, int, int, int, int, int, int)"
205,P2,13221,0x006051D0,??0Scroll@@QAE@XZ,439,13,2,unrecovered,,,2,exact,entry_range,Scroll* (__thiscall ??0Scroll@@QAE@XZ)(Scroll* this)
206,P2,13221,0x00609470,?init@Dialog@@QAEHPAURECT@@H@Z,382,13,2,unrecovered,,,2,exact,exact,"int (__thiscall ?init@Dialog@@QAEHPAURECT@@H@Z)(Dialog* this, RECT*, int size)"
207,P2,13221,0x0060E7C0,?close@CheckBox@@QAEXXZ,57,13,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@CheckBox@@QAEXXZ)(CheckBox* this)
208,P2,13121,0x005EC7C0,?set_cursor@Win@@QAEHH@Z,62,13,1,unrecovered,,,2,exact,exact,"int (__thiscall ?set_cursor@Win@@QAEHH@Z)(Win* this, int nCursorName)"
209,P2,13121,0x00618370,?set_scene_rotation@Caviar@@QAEXMMM@Z,47,13,1,unrecovered,,,2,exact,exact,"void (__thiscall ?set_scene_rotation@Caviar@@QAEXMMM@Z)(Caviar* this, float, float, float)"
210,P2,12821,0x00530AA0,?add_global@NetDaemon@@QAEHXZ,607,12,8,unrecovered,,,2,exact,exact,int (__thiscall ?add_global@NetDaemon@@QAEHXZ)(NetDaemon* this)
211,P2,12621,0x004E5FE0,?base_reset@@YAXHH@Z,795,12,6,unrecovered,,,2,exact,exact,"void (__cdecl ?base_reset@@YAXHH@Z)(int baseID, int)"
212,P3,12621,0x0056B5B0,?enemy_move@@YAHH@Z,56408,2,106,unrecovered,,,2,exact,exact,int (__cdecl ?enemy_move@@YAHH@Z)(int vehID)
213,P2,12521,0x005F89D0,?add_item@PullDown@@QAEHHPAD@Z,527,12,5,unrecovered,,,2,exact,exact,"int (__thiscall ?add_item@PullDown@@QAEHHPAD@Z)(PullDown* this, int, int8*)"
214,P2,12520,0x0045E540,?scroll_hide@@YAXPAUGraphicWin@@PAUScroll@@@Z,1605,11,15,unrecovered,,,2,exact,entry_range,
215,P2,12421,0x00417040,?production@BaseWin@@QAEXHH@Z,9193,7,54,unrecovered,,,2,exact,entry_range,"void (__thiscall ?production@BaseWin@@QAEXHH@Z)(BaseWin* this, int, int)"
216,P2,12420,0x004C3090,?vehdraw_construct_armor@@YAHHHHHHPAUCaviar@@@Z,1797,12,4,unrecovered,,,2,exact,exact,
217,P2,12420,0x005F7320,?update_screen@Win@@QAAHPAURECT@@PAVWin@@@Z,383,12,4,unrecovered,,,2,exact,exact,
218,P2,12321,0x005DD3B0,?write_right_l@Buffer@@QAEHPADHHH@Z,159,12,3,unrecovered,,,2,exact,exact,"int (__thiscall ?write_right_l@Buffer@@QAEHPADHHH@Z)(Buffer* this, int8*, int, int, int)"
219,P2,12321,0x0062E010,?close@Net@@QAEXXZ,570,12,3,unrecovered,,,2,exact,exact,void (__thiscall ?close@Net@@QAEXXZ)(Net* this)
220,P2,12221,0x0045C290,?restore_back@MainInterface@@QAEXH@Z,259,12,2,unrecovered,,,2,exact,exact,"void (__thiscall ?restore_back@MainInterface@@QAEXH@Z)(MainInterface* this, int)"
221,P3,12221,0x00506AF0,?battle_fight@@YAHHHHHHHPAH@Z,19875,2,102,unrecovered,,,2,exact,exact,"int (__cdecl ?battle_fight@@YAHHHHHHHPAH@Z)(int vehID, int, int xCoord, int yCoord, int, int, int*)"
222,P2,12221,0x00532940,?send_message@NetDaemon@@QAEXPADKH@Z,260,12,2,unrecovered,,,2,exact,exact,"void (__thiscall ?send_message@NetDaemon@@QAEXPADKH@Z)(NetDaemon* this, int8*, unsigned int, int)"
223,P2,12221,0x005DA860,?tile@Buffer@@QAEHPAVBuffer@@HHHHHH@Z,396,12,2,unrecovered,,,2,exact,exact,"int (__thiscall ?tile@Buffer@@QAEHPAVBuffer@@HHHHHH@Z)(Buffer* this, Buffer*, int, int, int, int, int, int)"
224,P2,12220,0x005F4EC0,?recurse_zorder@@YAXPAUWin@@@Z,339,12,2,unrecovered,,,2,exact,exact,
225,P2,12121,0x00462870,?clear@MapWin@@QAEXH@Z,233,12,1,unrecovered,,,2,exact,exact,"void (__thiscall ?clear@MapWin@@QAEXH@Z)(MapWin* this, int)"
226,P2,12121,0x00592E10,?message_veh@@YAXHHHH@Z,96,12,1,unrecovered,,,2,exact,exact,"void (__cdecl ?message_veh@@YAXHHHH@Z)(int, int vehID, int xCoord, int yCoord)"
227,P2,12121,0x005ECFE0,?client_to_screen@Win@@QAEXPAURECT@@@Z,180,12,1,unrecovered,,,2,exact,exact,"void (__thiscall ?client_to_screen@Win@@QAEXPAURECT@@@Z)(Win* this, RECT*)"
228,P2,12121,0x005F8920,?init@PullDown@@QAEXPAUMenu@@@Z,71,12,1,unrecovered,,,2,exact,exact,"void (__thiscall ?init@PullDown@@QAEXPAUMenu@@@Z)(PullDown* this, Menu*)"
229,P2,12121,0x005FE460,?set@Palette@@QAEHXZ,139,12,1,unrecovered,,,2,exact,exact,int (__thiscall ?set@Palette@@QAEHXZ)(Palette* this)
230,P2,12021,0x00401000,??0StringStruct@@QAE@H@Z,88,12,0,unrecovered,,,2,exact,exact,"void (__thiscall ??0StringStruct@@QAE@H@Z)(StringStruct* this, int)"
231,P2,12021,0x004D61A0,?go_to@Console@@QAEXHHH@Z,7172,5,70,unrecovered,,,2,exact,entry_range,"void (__thiscall ?go_to@Console@@QAEXHHH@Z)(Console* this, int vehID, int, int)"
232,P2,12021,0x005900D0,?clear@Lock@@QAEXXZ,109,12,0,unrecovered,,,2,exact,exact,void (__thiscall ?clear@Lock@@QAEXXZ)(Lock* this)
233,P2,12021,0x005DE580,?change_color@Buffer@@QAEHHH@Z,417,12,0,unrecovered,,,2,exact,exact,"int (__thiscall ?change_color@Buffer@@QAEHHH@Z)(Buffer* this, int, int)"
234,P2,12020,0x00639390,sub_639390,41,12,0,unrecovered,,,2,exact,exact,
235,P2,11720,0x00523DD0,?reset_territory@@YAXXZ,1074,11,7,unrecovered,,,2,exact,exact,
236,P2,11521,0x0053C650,?pact_ends@@YAXHH@Z,1376,9,25,unrecovered,,,2,exact,entry_range,"void (__cdecl ?pact_ends@@YAXHH@Z)(int factionID1, int factionID2)"
237,P2,11421,0x0062A070,?decode_frame@Flic@@QAEHHH@Z,173,11,4,unrecovered,,,2,exact,exact,"int (__thiscall ?decode_frame@Flic@@QAEHHH@Z)(Flic* this, int, int)"
238,P2,11221,0x005109B0,?cursor_next@Console@@QAEXHH@Z,169,11,2,unrecovered,,,2,exact,exact,"void (__thiscall ?cursor_next@Console@@QAEXHH@Z)(Console* this, int, int)"
239,P2,11221,0x00607360,?set_text_color@BaseButton@@QAEXHHHH@Z,61,11,2,unrecovered,,,2,exact,exact,"void (__thiscall ?set_text_color@BaseButton@@QAEXHHHH@Z)(BaseButton* this, int, int, int, int)"
240,P2,11221,0x00609DB0,??0ListBox@@QAE@H@Z,299,11,2,unrecovered,,,2,exact,entry_range,"void (__thiscall ??0ListBox@@QAE@H@Z)(ListBox* this, int)"
241,P2,11121,0x00436090,?draw_vehicle@DesignWin@@QAEXH@Z,6409,8,31,unrecovered,,,2,exact,exact,"void (__thiscall ?draw_vehicle@DesignWin@@QAEXH@Z)(DesignWin* this, int)"
242,P2,11121,0x0046FB10,?main_caption@MapWin@@QAEXXZ,16,11,1,unrecovered,,,2,exact,exact,void (__thiscall ?main_caption@MapWin@@QAEXXZ)(MapWin* this)
243,P2,11121,0x005C1A20,?veh_selectable@@YAHH@Z,138,11,1,unrecovered,,,2,exact,exact,int (__cdecl ?veh_selectable@@YAHH@Z)(int vehID)
244,P2,11121,0x005ED2D0,?screen_to_client@Win@@QAEXPAHPAH@Z,133,11,1,unrecovered,,,2,exact,exact,"void (__thiscall ?screen_to_client@Win@@QAEXPAHPAH@Z)(Win* this, int*, int*)"
245,P2,11121,0x00617020,?close@Caviar@@QAEXXZ,95,11,1,unrecovered,,,2,exact,exact,void (__thiscall ?close@Caviar@@QAEXXZ)(Caviar* this)
246,P2,11121,0x00629DF0,?close@Flic@@QAEXXZ,84,11,1,unrecovered,,,2,exact,exact,void (__thiscall ?close@Flic@@QAEXXZ)(Flic* this)
247,P2,11120,0x005BFAB0,?X_pop_ask@@YAHPBDHPADP6AHXZH@Z,38,11,1,unrecovered,,,2,exact,exact,
248,P2,11120,0x00638650,sub_638650,88,11,1,unrecovered,,,2,exact,exact,
249,P2,11021,0x004C6600,?fade@Sound@@QAEXK@Z,32,11,0,unrecovered,,,2,exact,exact,"void (__thiscall ?fade@Sound@@QAEXK@Z)(Sound* this, unsigned int)"
250,P2,11021,0x0060C9B0,?update_changes@ListBox@@QAEHXZ,435,10,10,unrecovered,,,2,exact,exact,int (__thiscall ?update_changes@ListBox@@QAEHXZ)(ListBox* this)
251,P2,10820,0x004632D0,?gen_terrain_poly@MapWin@@QAAHPAUBuffer@@PAUMapWin@@HHHHHHHH@Z,14804,7,38,unrecovered,,,2,exact,entry_range,
252,P2,10721,0x004C9B00,?action_terraform@@YAHHHH@Z,3179,8,27,unrecovered,,,2,exact,exact,"int (__cdecl ?action_terraform@@YAHHHH@Z)(int vehID, int terraformID, BOOL tgl)"
253,P2,10721,0x005B8EE0,?stack_veh@@YAHHH@Z,1583,10,7,unrecovered,,,2,exact,exact,"int (__cdecl ?stack_veh@@YAHHH@Z)(int vehID, int)"
254,P2,10720,0x005A9EB0,?save_game@@YAHH@Z,3901,6,47,unrecovered,,,2,exact,entry_range,
255,P2,10621,0x004B6570,?draw_status@StatusWin@@QAEXHHHHH@Z,8885,7,36,unrecovered,,,2,exact,exact,"void (__thiscall ?draw_status@StatusWin@@QAEXHHHHH@Z)(StatusWin* this, int, int, int, int, int)"
256,P2,10521,0x0046A2A0,?draw_radius@MapWin@@QAEXHHHH@Z,502,10,5,unrecovered,,,2,exact,exact,"void (__thiscall ?draw_radius@MapWin@@QAEXHHHH@Z)(MapWin* this, int xCoord, int yCoord, int, int)"
257,P2,10420,0x00539820,?diplo_lock@@YAHH@Z,159,10,4,unrecovered,,,2,exact,exact,
258,P2,10321,0x004E6E50,?crop_yield@@YAHHHHHH@Z,1206,10,3,unrecovered,,,2,exact,exact,"int (__cdecl ?crop_yield@@YAHHHHHH@Z)(int factionID, int, int, int, int)"
259,P2,10221,0x00530D00,?unlock@NetDaemon@@QAEXXZ,78,10,2,unrecovered,,,2,exact,exact,void (__thiscall ?unlock@NetDaemon@@QAEXXZ)(NetDaemon* this)
260,P2,10221,0x00629210,?close@StringBox@@QAEXXZ,185,10,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@StringBox@@QAEXXZ)(StringBox* this)
261,P2,10220,0x0046AE00,?draw_cursor@@YAXXZ,237,10,2,unrecovered,,,2,exact,exact,
262,P2,10121,0x00415080,?draw_queue@BaseWin@@QAEXH@Z,1729,8,21,unrecovered,,,2,exact,entry_range,"void (__thiscall ?draw_queue@BaseWin@@QAEXH@Z)(BaseWin* this, int)"
263,P2,10121,0x0046AD60,?draw_cursor@MapWin@@QAEXXZ,145,10,1,unrecovered,,,2,exact,exact,void (__thiscall ?draw_cursor@MapWin@@QAEXXZ)(MapWin* this)
264,P2,10121,0x005E1A80,?hline@Buffer@@QAEXHHHH@Z,368,10,1,unrecovered,,,2,exact,exact,"void (__thiscall ?hline@Buffer@@QAEXHHHH@Z)(Buffer* this, int, int, int, int)"
265,P2,10120,0x0046B140,?draw_tiles@@YAXHHH@Z,70,10,1,unrecovered,,,2,exact,exact,
266,P2,10120,0x005398C0,?diplo_unlock@@YAXXZ,29,10,1,unrecovered,,,2,exact,exact,
267,P2,10120,0x0058FB00,?get_pact_hood@@YAPADHH@Z,97,10,1,unrecovered,,,2,exact,exact,
268,P2,10021,0x0043DD50,?draw_flash@DesignWin@@QAEXXZ,1875,8,20,unrecovered,,,2,exact,entry_range,void (__thiscall ?draw_flash@DesignWin@@QAEXXZ)(DesignWin* this)
269,P2,10021,0x00458900,?change@InfoWin@@QAEXH@Z,3,10,0,unrecovered,,,2,exact,exact,"void (__thiscall ?change@InfoWin@@QAEXH@Z)(InfoWin* this, int)"
270,P2,10021,0x005F8BE0,?add_separator@PullDown@@QAEHH@Z,161,10,0,unrecovered,,,2,exact,exact,"int (__thiscall ?add_separator@PullDown@@QAEHH@Z)(PullDown* this, int)"
271,P2,10021,0x00617F20,?add_object@Caviar@@QAEHPAUCaviarData@@H@Z,345,10,0,unrecovered,,,2,exact,exact,"int (__thiscall ?add_object@Caviar@@QAEHPAUCaviarData@@H@Z)(Caviar* this, CaviarData*, int)"
272,P3,10020,0x004F07E0,?base_production@@YAXXZ,16430,1,90,unrecovered,,,2,exact,entry_range,
273,P2,10020,0x00628220,sub_628220,107,10,0,unrecovered,,,2,exact,exact,
274,P2,9921,0x0040E360,?draw_production@BaseWin@@QAEXH@Z,3504,6,39,unrecovered,,,2,exact,entry_range,"void (__thiscall ?draw_production@BaseWin@@QAEXH@Z)(BaseWin* this, int)"
275,P2,9720,0x0045DEA0,?scroll_show@@YAXPAUGraphicWin@@PAUScroll@@@Z,1728,8,17,unrecovered,,,2,exact,entry_range,
276,P2,9720,0x0058F8B0,?get_noun_phrase@@YAPADHH@Z,281,9,7,unrecovered,,,2,exact,exact,
277,P2,9720,0x005B3380,?eliminate_player@@YAHHH@Z,1350,8,17,unrecovered,,,2,exact,exact,
278,P2,9621,0x006015B0,?init@BasePop@@QAEHHJ@Z,490,9,6,unrecovered,,,2,exact,exact,"int (__thiscall ?init@BasePop@@QAEHHJ@Z)(BasePop* this, int, int)"
279,P3,9620,0x00589D30,?config_game@@YAHH@Z,10376,2,76,unrecovered,,,2,exact,entry_range,
280,P2,9521,0x00496BB0,?reset@ReportWin@@QAEXXZ,332,9,5,unrecovered,,,2,exact,exact,void (__thiscall ?reset@ReportWin@@QAEXXZ)(ReportWin* this)
281,P2,9521,0x005AC110,?num_objectives@@YAHHH@Z,1161,9,5,unrecovered,,,2,exact,exact,"int (__cdecl ?num_objectives@@YAHHH@Z)(int factionID, int)"
282,P2,9520,0x00445130,?energy_compute@@YAXHH@Z,771,9,5,unrecovered,,,2,exact,exact,
283,P2,9421,0x005BF480,?X_pop@@YAHPADPBDHPADHP6AHXZ@Z,322,9,4,unrecovered,,,2,exact,exact,"int (__cdecl ?X_pop@@YAHPADPBDHPADHP6AHXZ@Z)(int8*, int8*, int length, int8*, int, int (__cdecl *)())"
284,P2,9321,0x0041A7A0,?check_base@BaseWin@@QAEXH@Z,63,9,3,unrecovered,,,2,exact,exact,"void (__thiscall ?check_base@BaseWin@@QAEXH@Z)(BaseWin* this, int baseID)"
285,P2,9321,0x004BE650,?tut_map@TutWin@@QAEHPBDHHHPAUSprite@@HHH@Z,374,9,3,unrecovered,,,2,exact,exact,"int (__thiscall ?tut_map@TutWin@@QAEHPBDHHHPAUSprite@@HHH@Z)(TutWin* this, int8*, int xCoord, int yCoord, int, Sprite*, int, int, int)"
286,P2,9321,0x0052E050,?hang_up@NetDaemon@@QAEXXZ,257,9,3,unrecovered,,,2,exact,exact,void (__thiscall ?hang_up@NetDaemon@@QAEXXZ)(NetDaemon* this)
287,P2,9320,0x00406AF0,sub_406af0,38,9,3,unrecovered,,,2,exact,exact,
288,P2,9221,0x00403830,?hide@AlphaMenu@@QAEXXZ,693,8,12,unrecovered,,,2,exact,exact,void (__thiscall ?hide@AlphaMenu@@QAEXXZ)(AlphaMenu* this)
289,P2,9221,0x0046B310,?focus@MapWin@@QAEHHH@Z,508,9,2,unrecovered,,,2,exact,exact,"int (__thiscall ?focus@MapWin@@QAEHHH@Z)(MapWin* this, int, int)"
290,P2,9221,0x00530320,?receive@NetDaemon@@QAEHXZ,62,9,2,unrecovered,,,2,exact,exact,int (__thiscall ?receive@NetDaemon@@QAEHXZ)(NetDaemon* this)
291,P2,9221,0x00611A90,?close@EditGroup@@QAEXXZ,96,9,2,unrecovered,,,2,exact,exact,void (__thiscall ?close@EditGroup@@QAEXXZ)(EditGroup* this)
