address,end_address,size,body_ranges,name,binary_kind,recovery_state,ida9_relation,ida9_address,ida9_end_address,ida9_size,ida9_body_ranges,ida9_name,ghidra_relation,ghidra_address,ghidra_end_address,ghidra_size,ghidra_body_ranges,ghidra_name
0x00477EE0,0x00477EFE,30,0x00477EE0-0x00477EFE,?on_mouse_leave@MultiWin@@QAEXHH@Z,game,unrecovered,exact,0x00477EE0,0x00477EFE,30,0x00477EE0-0x00477EFE,sub_477EE0,missing,,,,,
0x00477F00,0x00477F30,48,0x00477F00-0x00477F30,?on_button_clicked@MultiWin@@QAEXH@Z,game,unrecovered,exact,0x00477F00,0x00477F30,48,0x00477F00-0x00477F30,sub_477F00,exact,0x00477F00,0x00477F30,48,0x00477F00-0x00477F30,FUN_00477f00
0x00477F30,0x00478148,536,0x00477F30-0x00478148,?on_left_click@MultiWin@@QAEXHH@Z,game,unrecovered,exact,0x00477F30,0x00478148,536,0x00477F30-0x00478148,sub_477F30,exact,0x00477F30,0x00478148,536,0x00477F30-0x00478148,FUN_00477f30
0x00478150,0x004785FA,1215,0x00478150-0x004785FA;0x006563E0-0x006563F5,?on_right_click@MultiWin@@QAEXHH@Z,game,unrecovered,exact,0x00478150,0x004785FA,1215,0x00478150-0x004785FA;0x006563E0-0x006563F5,sub_478150,entry_range,0x00478150,0x004785FA,1194,0x00478150-0x004785FA,FUN_00478150
0x00478630,0x00478BDB,1451,0x00478630-0x00478BDB,?draw_player@MultiWin@@QAEXHHPAURECT@@@Z,game,unrecovered,exact,0x00478630,0x00478BDB,1451,0x00478630-0x00478BDB,sub_478630,exact,0x00478630,0x00478BDB,1451,0x00478630-0x00478BDB,FUN_00478630
0x00478BE0,0x00479269,1673,0x00478BE0-0x00479269,?draw_time@MultiWin@@QAEXPAURECT@@H@Z,game,unrecovered,exact,0x00478BE0,0x00479269,1673,0x00478BE0-0x00479269,sub_478BE0,exact,0x00478BE0,0x00479269,1673,0x00478BE0-0x00479269,FUN_00478be0
0x00479270,0x0047932C,188,0x00479270-0x0047932C,?UNK1@MultiWin@@QAEXPAURECT@@@Z,game,unrecovered,missing,,,,,,exact,0x00479270,0x0047932C,188,0x00479270-0x0047932C,FUN_00479270
0x00479330,0x004798EC,1468,0x00479330-0x004798EC,?draw@MultiWin@@QAEXH@Z,game,unrecovered,exact,0x00479330,0x004798EC,1468,0x00479330-0x004798EC,sub_479330,exact,0x00479330,0x004798EC,1468,0x00479330-0x004798EC,FUN_00479330
0x004798F0,0x004798F8,8,0x004798F0-0x004798F8,?on_redraw@MultiWin@@QAEXXZ,game,unrecovered,exact,0x004798F0,0x004798F8,8,0x004798F0-0x004798F8,sub_4798F0,missing,,,,,
0x00479900,0x00479964,100,0x00479900-0x00479964,?UNK2@MultiWin@@QAEXXZ,game,unrecovered,missing,,,,,,missing,,,,,
0x00479970,0x00479BF1,662,0x00479970-0x00479BF1;0x006563F5-0x0065640A,?show@MultiWin@@QAEXXZ,game,unrecovered,exact,0x00479970,0x00479BF1,662,0x00479970-0x00479BF1;0x006563F5-0x0065640A,sub_479970,entry_range,0x00479970,0x00479BF1,641,0x00479970-0x00479BF1,FUN_00479970
0x00479C00,0x00479F8E,931,0x00479C00-0x00479F8E;0x0065640A-0x0065641F,?hide@MultiWin@@QAEXXZ,game,unrecovered,exact,0x00479C00,0x00479F8E,931,0x00479C00-0x00479F8E;0x0065640A-0x0065641F,sub_479C00,entry_range,0x00479C00,0x00479F8E,910,0x00479C00-0x00479F8E,FUN_00479c00
0x00479F90,0x0047A429,1198,0x00479F90-0x0047A429;0x0065641F-0x00656434,?init@MultiWin@@QAEXXZ,game,unrecovered,exact,0x00479F90,0x0047A429,1198,0x00479F90-0x0047A429;0x0065641F-0x00656434,sub_479F90,entry_range,0x00479F90,0x0047A429,1177,0x00479F90-0x0047A429,FUN_00479f90
0x0047A430,0x0047A58A,568,0x0047A430-0x0047A58A;0x00656230-0x0065630E,??1MultiWin@@QAE@XZ,game,original_dependency,exact,0x0047A430,0x0047A58A,568,0x0047A430-0x0047A58A;0x00656230-0x0065630E,sub_47A430,entry_range,0x0047A430,0x0047A58A,346,0x0047A430-0x0047A58A,FUN_0047a430
0x0047A590,0x0047A6B9,503,0x0047A590-0x0047A6B9;0x00656310-0x006563DE,??0MultiWin@@QAE@XZ,game,original_dependency,exact,0x0047A590,0x0047A6B9,503,0x0047A590-0x0047A6B9;0x00656310-0x006563DE,sub_47A590,entry_range,0x0047A590,0x0047A6B9,297,0x0047A590-0x0047A6B9,FUN_0047a590
0x0047A6C0,0x0047A6E1,33,0x0047A6C0-0x0047A6E1,??_GMultiWin@@UAEPAXI@Z,game,source_complete,exact,0x0047A6C0,0x0047A6E1,33,0x0047A6C0-0x0047A6E1,sub_47A6C0,exact,0x0047A6C0,0x0047A6E1,33,0x0047A6C0-0x0047A6E1,FUN_0047a6c0
0x0047A6F0,0x0047A71E,46,0x0047A6F0-0x0047A71E,?UNK3@MultiWin@@QAEHHHPAURECT@@@Z,game,unrecovered,exact,0x0047A6F0,0x0047A71E,46,0x0047A6F0-0x0047A71E,sub_47A6F0,exact,0x0047A6F0,0x0047A71E,46,0x0047A6F0-0x0047A71E,FUN_0047a6f0
0x0047A720,0x0047A752,50,0x0047A720-0x0047A752,?UNK4@MultiWin@@QAEHPADPAURECT@@@Z,game,unrecovered,exact,0x0047A720,0x0047A752,50,0x0047A720-0x0047A752,sub_47A720,exact,0x0047A720,0x0047A752,50,0x0047A720-0x0047A752,FUN_0047a720
0x0047A760,0x0047A76B,11,0x0047A760-0x0047A76B,??3MultiWin@@SAXPAXI@Z,game,source_complete,missing,,,,,,missing,,,,,
0x0047A770,0x0047A78F,31,0x0047A770-0x0047A78F,??__Eg_NETMSG1@@YAXXZ,game,source_complete,exact,0x0047A770,0x0047A78F,31,0x0047A770-0x0047A78F,sub_47A770,missing,,,,,
0x0047A790,0x0047A79A,10,0x0047A790-0x0047A79A,??__Fg_NETMSG1@@YAXXZ,game,source_complete,exact,0x0047A790,0x0047A79A,10,0x0047A790-0x0047A79A,unknown_libname_249,missing,,,,,
0x0047A7A0,0x0047A7BC,28,0x0047A7A0-0x0047A7BC,??__Eg_NETMSG2@@YAXXZ,game,source_complete,exact,0x0047A7A0,0x0047A7BC,28,0x0047A7A0-0x0047A7BC,sub_47A7A0,missing,,,,,
0x0047A7C0,0x0047A7CA,10,0x0047A7C0-0x0047A7CA,??__Fg_NETMSG2@@YAXXZ,game,source_complete,exact,0x0047A7C0,0x0047A7CA,10,0x0047A7C0-0x0047A7CA,unknown_libname_250,missing,,,,,
0x0047A7D0,0x0047A7FB,43,0x0047A7D0-0x0047A7FB,?close@NetMsg@@QAEXXZ,game,source_complete,exact,0x0047A7D0,0x0047A7FB,43,0x0047A7D0-0x0047A7FB,sub_47A7D0,exact,0x0047A7D0,0x0047A7FB,43,0x0047A7D0-0x0047A7FB,FUN_0047a7d0
0x0047A800,0x0047A85F,95,0x0047A800-0x0047A85F,?timer_daemon@NetMsg@@QAAXH@Z,game,unrecovered,exact,0x0047A800,0x0047A85F,95,0x0047A800-0x0047A85F,sub_47A800,exact,0x0047A800,0x0047A85F,95,0x0047A800-0x0047A85F,FUN_0047a800
0x0047A860,0x0047A88D,45,0x0047A860-0x0047A88D,?on_button_clicked@NetMsg@@QAEXH@Z,game,unrecovered,exact,0x0047A860,0x0047A88D,45,0x0047A860-0x0047A88D,sub_47A860,exact,0x0047A860,0x0047A88D,45,0x0047A860-0x0047A88D,FUN_0047a860
0x0047A890,0x0047ACE3,1359,0x0047A890-0x0047ACE3;0x00656550-0x0065664C,?pop@NetMsg@@QAEXPBDHHPBD@Z,game,unrecovered,exact,0x0047A890,0x0047ACE3,1359,0x0047A890-0x0047ACE3;0x00656550-0x0065664C,sub_47A890,entry_range,0x0047A890,0x0047ACE3,1107,0x0047A890-0x0047ACE3,FUN_0047a890
0x0047ACF0,0x0047AD6E,144,0x0047ACF0-0x0047AD6E;0x00656440-0x00656452,??0NetMsg@@QAE@HHH@Z,game,original_dependency,exact,0x0047ACF0,0x0047AD6E,144,0x0047ACF0-0x0047AD6E;0x00656440-0x00656452,sub_47ACF0,entry_range,0x0047ACF0,0x0047AD6E,126,0x0047ACF0-0x0047AD6E,FUN_0047acf0
0x0047AD70,0x0047AD91,33,0x0047AD70-0x0047AD91,??_GNetMsg@@UAEPAXI@Z,game,source_complete,exact,0x0047AD70,0x0047AD91,33,0x0047AD70-0x0047AD91,sub_47AD70,exact,0x0047AD70,0x0047AD91,33,0x0047AD70-0x0047AD91,FUN_0047ad70
0x0047ADA0,0x0047AFD2,801,0x0047ADA0-0x0047AFD2;0x00656460-0x0065654F,??1NetMsg@@QAE@XZ,game,original_dependency,exact,0x0047ADA0,0x0047AFD2,801,0x0047ADA0-0x0047AFD2;0x00656460-0x0065654F,sub_47ADA0,entry_range,0x0047ADA0,0x0047AFD2,562,0x0047ADA0-0x0047AFD2,FUN_0047ada0
0x0047AFE0,0x0047AFEB,11,0x0047AFE0-0x0047AFEB,??3NetMsg@@SAXPAXI@Z,game,source_complete,missing,,,,,,missing,,,,,
0x0047AFF0,0x0047B006,22,0x0047AFF0-0x0047B006,??__Eg_NETWIN@@YAXXZ,game,source_complete,exact,0x0047AFF0,0x0047B006,22,0x0047AFF0-0x0047B006,sub_47AFF0,missing,,,,,
0x0047B010,0x0047B01A,10,0x0047B010-0x0047B01A,??__Fg_NETWIN@@YAXXZ,game,source_complete,exact,0x0047B010,0x0047B01A,10,0x0047B010-0x0047B01A,unknown_libname_251,missing,,,,,
0x0047B020,0x0047B0E1,193,0x0047B020-0x0047B0E1,?send_faction_data@@YAXH@Z,game,unrecovered,exact,0x0047B020,0x0047B0E1,193,0x0047B020-0x0047B0E1,sub_47B020,exact,0x0047B020,0x0047B0E1,193,0x0047B020-0x0047B0E1,FUN_0047b020
0x0047B0F0,0x0047B1CE,222,0x0047B0F0-0x0047B1CE,?send_all_player_packets@@YAXH@Z,game,unrecovered,exact,0x0047B0F0,0x0047B1CE,222,0x0047B0F0-0x0047B1CE,sub_47B0F0,exact,0x0047B0F0,0x0047B1CE,222,0x0047B0F0-0x0047B1CE,FUN_0047b0f0
0x0047B1D0,0x0047B25C,140,0x0047B1D0-0x0047B25C,sub_47b1d0,game,unrecovered,missing,,,,,,exact,0x0047B1D0,0x0047B25C,140,0x0047B1D0-0x0047B25C,FUN_0047b1d0
0x0047B260,0x0047B2DE,126,0x0047B260-0x0047B2DE,?send_session_packet@@YAXHH@Z,game,unrecovered,exact,0x0047B260,0x0047B2DE,126,0x0047B260-0x0047B2DE,sub_47B260,exact,0x0047B260,0x0047B2DE,126,0x0047B260-0x0047B2DE,FUN_0047b260
0x0047B2E0,0x0047B379,153,0x0047B2E0-0x0047B379,?send_session2_packet@@YAXHH@Z,game,unrecovered,exact,0x0047B2E0,0x0047B379,153,0x0047B2E0-0x0047B379,sub_47B2E0,exact,0x0047B2E0,0x0047B379,153,0x0047B2E0-0x0047B379,FUN_0047b2e0
0x0047B380,0x0047B442,194,0x0047B380-0x0047B442,?get_player_color@NetWin@@QAEHH@Z,game,unrecovered,exact,0x0047B380,0x0047B442,194,0x0047B380-0x0047B442,sub_47B380,exact,0x0047B380,0x0047B442,194,0x0047B380-0x0047B442,FUN_0047b380
0x0047B450,0x0047B746,758,0x0047B450-0x0047B746,?on_button_clicked@NetWin@@QAEXH@Z,game,unrecovered,exact,0x0047B450,0x0047B746,758,0x0047B450-0x0047B746,sub_47B450,exact,0x0047B450,0x0047B746,758,0x0047B450-0x0047B746,FUN_0047b450
0x0047B750,0x0047B758,8,0x0047B750-0x0047B758,?on_key_click@NetWin@@QAEHHH@Z,game,source_complete,exact,0x0047B750,0x0047B758,8,0x0047B750-0x0047B758,sub_47B750,missing,,,,,
0x0047B760,0x0047BAF6,918,0x0047B760-0x0047BAF6,?on_left_click@NetWin@@QAEXHH@Z,game,unrecovered,exact,0x0047B760,0x0047BAF6,918,0x0047B760-0x0047BAF6,sub_47B760,exact,0x0047B760,0x0047BAF6,918,0x0047B760-0x0047BAF6,FUN_0047b760
0x0047BBF0,0x0047C527,2800,0x0047BBF0-0x0047C527;0x00656740-0x006568F9,?pick_player@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047BBF0,0x0047C527,2800,0x0047BBF0-0x0047C527;0x00656740-0x006568F9,sub_47BBF0,entry_range,0x0047BBF0,0x0047C527,2359,0x0047BBF0-0x0047C527,FUN_0047bbf0
0x0047C530,0x0047C965,1280,0x0047C530-0x0047C965;0x006568F9-0x006569C4,?pick_faction@NetWin@@QAEXH@Z,game,unrecovered,exact,0x0047C530,0x0047C965,1280,0x0047C530-0x0047C965;0x006568F9-0x006569C4,sub_47C530,entry_range,0x0047C530,0x0047C965,1077,0x0047C530-0x0047C965,FUN_0047c530
0x0047C970,0x0047CF32,1771,0x0047C970-0x0047CF32;0x006569C4-0x00656AED,?pick_pass@NetWin@@QAEHH@Z,game,unrecovered,exact,0x0047C970,0x0047CF32,1771,0x0047C970-0x0047CF32;0x006569C4-0x00656AED,sub_47C970,entry_range,0x0047C970,0x0047CF32,1474,0x0047C970-0x0047CF32,FUN_0047c970
0x0047CF40,0x0047D2F4,1164,0x0047CF40-0x0047D2F4;0x00656AED-0x00656BC5,?pick_diff@NetWin@@QAEXH@Z,game,unrecovered,exact,0x0047CF40,0x0047D2F4,1164,0x0047CF40-0x0047D2F4;0x00656AED-0x00656BC5,sub_47CF40,entry_range,0x0047CF40,0x0047D2F4,948,0x0047CF40-0x0047D2F4,FUN_0047cf40
0x0047D300,0x0047E003,3803,0x0047D300-0x0047E003;0x00656BC5-0x00656D9D,?pick_map@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047D300,0x0047E003,3803,0x0047D300-0x0047E003;0x00656BC5-0x00656D9D,sub_47D300,entry_range,0x0047D300,0x0047E003,3331,0x0047D300-0x0047E003,FUN_0047d300
0x0047E010,0x0047E33B,1027,0x0047E010-0x0047E33B;0x00656D9D-0x00656E75,?pick_num_players@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047E010,0x0047E33B,1027,0x0047E010-0x0047E33B;0x00656D9D-0x00656E75,sub_47E010,entry_range,0x0047E010,0x0047E33B,811,0x0047E010-0x0047E33B,FUN_0047e010
0x0047E340,0x0047E640,984,0x0047E340-0x0047E640;0x00656E75-0x00656F4D,?pick_global_diff@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047E340,0x0047E640,984,0x0047E340-0x0047E640;0x00656E75-0x00656F4D,sub_47E340,entry_range,0x0047E340,0x0047E640,768,0x0047E340-0x0047E640,FUN_0047e340
0x0047E640,0x0047E924,956,0x0047E640-0x0047E924;0x00656F4D-0x00657025,?pick_time@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047E640,0x0047E924,956,0x0047E640-0x0047E924;0x00656F4D-0x00657025,sub_47E640,entry_range,0x0047E640,0x0047E924,740,0x0047E640-0x0047E924,FUN_0047e640
0x0047E930,0x0047EC60,1032,0x0047E930-0x0047EC60;0x00657025-0x006570FD,?pick_planet_size@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047E930,0x0047EC60,1032,0x0047E930-0x0047EC60;0x00657025-0x006570FD,sub_47E930,entry_range,0x0047E930,0x0047EC60,816,0x0047E930-0x0047EC60,FUN_0047e930
0x0047EC60,0x0047EF8C,1028,0x0047EC60-0x0047EF8C;0x006570FD-0x006571D5,?pick_ocean@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047EC60,0x0047EF8C,1028,0x0047EC60-0x0047EF8C;0x006570FD-0x006571D5,sub_47EC60,entry_range,0x0047EC60,0x0047EF8C,812,0x0047EC60-0x0047EF8C,FUN_0047ec60
0x0047EF90,0x0047F2BC,1028,0x0047EF90-0x0047F2BC;0x006571D5-0x006572AD,?pick_erosion@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047EF90,0x0047F2BC,1028,0x0047EF90-0x0047F2BC;0x006571D5-0x006572AD,sub_47EF90,entry_range,0x0047EF90,0x0047F2BC,812,0x0047EF90-0x0047F2BC,FUN_0047ef90
0x0047F2C0,0x0047F5EC,1028,0x0047F2C0-0x0047F5EC;0x006572AD-0x00657385,?pick_native@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047F2C0,0x0047F5EC,1028,0x0047F2C0-0x0047F5EC;0x006572AD-0x00657385,sub_47F2C0,entry_range,0x0047F2C0,0x0047F5EC,812,0x0047F2C0-0x0047F5EC,FUN_0047f2c0
0x0047F5F0,0x0047F91C,1028,0x0047F5F0-0x0047F91C;0x00657385-0x0065745D,?pick_clouds@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047F5F0,0x0047F91C,1028,0x0047F5F0-0x0047F91C;0x00657385-0x0065745D,sub_47F5F0,entry_range,0x0047F5F0,0x0047F91C,812,0x0047F5F0-0x0047F91C,FUN_0047f5f0
0x0047F920,0x0047F921,1,0x0047F920-0x0047F921,?UNK1@NetWin@@QAEXXZ,game,source_complete,exact,0x0047F920,0x0047F921,1,0x0047F920-0x0047F921,nullsub_161,missing,,,,,
0x0047F930,0x0047F931,1,0x0047F930-0x0047F931,?UNK2@NetWin@@QAEXXZ,game,source_complete,exact,0x0047F930,0x0047F931,1,0x0047F930-0x0047F931,nullsub_162,missing,,,,,
0x0047F940,0x0047F943,3,0x0047F940-0x0047F943,?on_mouse_move@NetWin@@QAEXHH@Z,game,source_complete,exact,0x0047F940,0x0047F943,3,0x0047F940-0x0047F943,nullsub_163,missing,,,,,
0x0047F950,0x0047F953,3,0x0047F950-0x0047F953,?on_mouse_leave@NetWin@@QAEXHH@Z,game,source_complete,exact,0x0047F950,0x0047F953,3,0x0047F950-0x0047F953,nullsub_164,missing,,,,,
0x0047F960,0x0047FE2E,1230,0x0047F960-0x0047FE2E,?draw_custom_rules@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047F960,0x0047FE2E,1230,0x0047F960-0x0047FE2E,sub_47F960,exact,0x0047F960,0x0047FE2E,1230,0x0047F960-0x0047FE2E,FUN_0047f960
0x0047FE80,0x0047FEC6,70,0x0047FE80-0x0047FEC6,?UNK3@NetWin@@QAEXXZ,game,unrecovered,missing,,,,,,exact,0x0047FE80,0x0047FEC6,70,0x0047FE80-0x0047FEC6,FUN_0047fe80
0x0047FED0,0x00480173,675,0x0047FED0-0x00480173,?draw_factions@NetWin@@QAEXXZ,game,unrecovered,exact,0x0047FED0,0x00480173,675,0x0047FED0-0x00480173,sub_47FED0,exact,0x0047FED0,0x00480173,675,0x0047FED0-0x00480173,FUN_0047fed0
0x00480180,0x0048036F,495,0x00480180-0x0048036F,?draw_diffs@NetWin@@QAEXXZ,game,unrecovered,exact,0x00480180,0x0048036F,495,0x00480180-0x0048036F,sub_480180,exact,0x00480180,0x0048036F,495,0x00480180-0x0048036F,FUN_00480180
0x00480370,0x004808F2,1410,0x00480370-0x004808F2,?draw_player_names@NetWin@@QAEXXZ,game,unrecovered,exact,0x00480370,0x004808F2,1410,0x00480370-0x004808F2,sub_480370,exact,0x00480370,0x004808F2,1410,0x00480370-0x004808F2,FUN_00480370
0x00480900,0x00481AC2,4598,0x00480900-0x00481AC2;0x0065745D-0x00657491,?draw_session_info@NetWin@@QAEXXZ,game,unrecovered,exact,0x00480900,0x00481AC2,4598,0x00480900-0x00481AC2;0x0065745D-0x00657491,sub_480900,entry_range,0x00480900,0x00481AC2,4546,0x00480900-0x00481AC2,FUN_00480900
0x00481AD0,0x00481C50,384,0x00481AD0-0x00481C50,?on_redraw@NetWin@@QAEXXZ,game,unrecovered,exact,0x00481AD0,0x00481C50,384,0x00481AD0-0x00481C50,sub_481AD0,exact,0x00481AD0,0x00481C50,384,0x00481AD0-0x00481C50,FUN_00481ad0
0x00481C50,0x00481D08,272,0x00481C50-0x00481D08;0x00657491-0x006574E9,??0NetWin@@QAE@XZ,game,original_dependency,exact,0x00481C50,0x00481D08,272,0x00481C50-0x00481D08;0x00657491-0x006574E9,sub_481C50,entry_range,0x00481C50,0x00481D08,184,0x00481C50-0x00481D08,FUN_00481c50
0x00481D10,0x00481D9C,140,0x00481D10-0x00481D9C,?close@NetWin@@QAEXXZ,game,unrecovered,missing,,,,,,exact,0x00481D10,0x00481D9C,140,0x00481D10-0x00481D9C,FUN_00481d10
0x00481DA0,0x00481E8D,237,0x00481DA0-0x00481E8D,?fill_player@NetWin@@QAEXPAUPlayerData@@H@Z,game,unrecovered,exact,0x00481DA0,0x00481E8D,237,0x00481DA0-0x00481E8D,sub_481DA0,exact,0x00481DA0,0x00481E8D,237,0x00481DA0-0x00481E8D,FUN_00481da0
0x00481E90,0x00481FC9,313,0x00481E90-0x00481FC9,?config_players@NetWin@@QAEXXZ,game,unrecovered,exact,0x00481E90,0x00481FC9,313,0x00481E90-0x00481FC9,sub_481E90,exact,0x00481E90,0x00481FC9,313,0x00481E90-0x00481FC9,FUN_00481e90
0x00481FD0,0x00482488,1229,0x00481FD0-0x00482488;0x006574E9-0x006574FE,?setup_faction_data@NetWin@@QAEXPAUMessageFactionData@@@Z,game,unrecovered,exact,0x00481FD0,0x00482488,1229,0x00481FD0-0x00482488;0x006574E9-0x006574FE,sub_481FD0,entry_range,0x00481FD0,0x00482488,1208,0x00481FD0-0x00482488,FUN_00481fd0
0x00482490,0x00482D84,2292,0x00482490-0x00482D84,?exec@NetWin@@QAEHXZ,game,unrecovered,exact,0x00482490,0x00482D84,2292,0x00482490-0x00482D84,sub_482490,exact,0x00482490,0x00482D84,2292,0x00482490-0x00482D84,FUN_00482490
0x00482D90,0x0048318E,1040,0x00482D90-0x0048318E;0x006574FE-0x00657510,?prepare_game@NetWin@@QAEXXZ,game,unrecovered,exact,0x00482D90,0x0048318E,1040,0x00482D90-0x0048318E;0x006574FE-0x00657510,sub_482D90,entry_range,0x00482D90,0x0048318E,1022,0x00482D90-0x0048318E,FUN_00482d90
0x00483190,0x00483234,164,0x00483190-0x00483234,?modal_callback@NetWin@@QAEHXZ,game,unrecovered,missing,,,,,,exact,0x00483190,0x00483234,164,0x00483190-0x00483234,FUN_00483190
0x00483240,0x004832CF,143,0x00483240-0x004832CF,?modal_callback_daemon@NetWin@@QAAHXZ,game,unrecovered,exact,0x00483240,0x004832CF,143,0x00483240-0x004832CF,sub_483240,missing,,,,,
0x004832D0,0x00483302,50,0x004832D0-0x00483302,?string_callback@NetWin@@QAAXHH@Z,game,unrecovered,exact,0x004832D0,0x00483302,50,0x004832D0-0x00483302,sub_4832D0,exact,0x004832D0,0x00483302,50,0x004832D0-0x00483302,FUN_004832d0
0x00483310,0x00483414,260,0x00483310-0x00483414,?on_key_down@NetWin@@QAEHH@Z,game,unrecovered,exact,0x00483310,0x00483414,260,0x00483310-0x00483414,sub_483310,exact,0x00483310,0x00483414,260,0x00483310-0x00483414,FUN_00483310
0x00483420,0x004834C5,165,0x00483420-0x004834C5,?new_chat@NetWin@@QAEXPADH@Z,game,unrecovered,exact,0x00483420,0x004834C5,165,0x00483420-0x004834C5,sub_483420,exact,0x00483420,0x004834C5,165,0x00483420-0x004834C5,FUN_00483420
0x004834D0,0x004834D1,1,0x004834D0-0x004834D1,?alloc_slots@NetWin@@QAEXXZ,game,source_complete,exact,0x004834D0,0x004834D1,1,0x004834D0-0x004834D1,nullsub_165,missing,,,,,
0x004834E0,0x004837B4,963,0x004834E0-0x004837B4;0x00656650-0x0065673F,??1NetWin@@QAE@XZ,game,original_dependency,exact,0x004834E0,0x004837B4,963,0x004834E0-0x004837B4;0x00656650-0x0065673F,sub_4834E0,entry_range,0x004834E0,0x004837B4,724,0x004834E0-0x004837B4,FUN_004834e0
0x004837C0,0x004837E1,33,0x004837C0-0x004837E1,??_GNetWin@@UAEPAXI@Z,game,source_complete,exact,0x004837C0,0x004837E1,33,0x004837C0-0x004837E1,sub_4837C0,exact,0x004837C0,0x004837E1,33,0x004837C0-0x004837E1,FUN_004837c0
0x004837F0,0x00483813,35,0x004837F0-0x00483813,?UNK4@NetWin@@QAEXXZ,game,unrecovered,exact,0x004837F0,0x00483813,35,0x004837F0-0x00483813,sub_4837F0,exact,0x004837F0,0x00483813,35,0x004837F0-0x00483813,FUN_004837f0
0x00483820,0x0048383C,28,0x00483820-0x0048383C,?UNK5@NetWin@@QAEXXZ,game,source_complete,exact,0x00483820,0x0048383C,28,0x00483820-0x0048383C,sub_483820,missing,,,,,
0x00483840,0x0048384B,11,0x00483840-0x0048384B,??3NetWin@@SAXPAXI@Z,game,source_complete,missing,,,,,,missing,,,,,
0x00483850,0x00483866,22,0x00483850-0x00483866,??__Eg_NEWTECHWIN@@YAXXZ,game,source_complete,exact,0x00483850,0x00483866,22,0x00483850-0x00483866,sub_483850,missing,,,,,
0x00483870,0x0048387A,10,0x00483870-0x0048387A,??__Fg_NEWTECHWIN@@YAXXZ,game,source_complete,exact,0x00483870,0x0048387A,10,0x00483870-0x0048387A,unknown_libname_252,missing,,,,,
0x00483880,0x004838A4,36,0x00483880-0x004838A4,??__Eg_NEWTECHWIN_SPRITES@@YAXXZ,game,source_complete,exact,0x00483880,0x004838A4,36,0x00483880-0x004838A4,sub_483880,missing,,,,,
0x004838B0,0x004838D8,40,0x004838B0-0x004838D8,??__Fg_NEWTECHWIN_SPRITES@@YAXXZ,game,unrecovered,exact,0x004838B0,0x004838D8,40,0x004838B0-0x004838D8,sub_4838B0,missing,,,,,
0x004838E0,0x0048391F,63,0x004838E0-0x0048391F,?on_link_clicked@NewTechWin@@QAEHHPAD@Z,game,unrecovered,exact,0x004838E0,0x0048391F,63,0x004838E0-0x0048391F,sub_4838E0,exact,0x004838E0,0x0048391F,63,0x004838E0-0x0048391F,FUN_004838e0
0x00483920,0x00483950,48,0x00483920-0x00483950,?info@NewTechWin@@QAAXPAD@Z,game,unrecovered,exact,0x00483920,0x00483950,48,0x00483920-0x00483950,sub_483920,exact,0x00483920,0x00483950,48,0x00483920-0x00483950,FUN_00483920
0x00483950,0x00483E7F,1327,0x00483950-0x00483E7F,?on_redraw@NewTechWin@@QAEXXZ,game,unrecovered,exact,0x00483950,0x00483E7F,1327,0x00483950-0x00483E7F,sub_483950,exact,0x00483950,0x00483E7F,1327,0x00483950-0x00483E7F,FUN_00483950
0x00483E80,0x00483E8B,11,0x00483E80-0x00483E8B,?on_button_clicked@NewTechWin@@QAEXH@Z,game,source_complete,exact,0x00483E80,0x00483E8B,11,0x00483E80-0x00483E8B,sub_483E80,missing,,,,,
0x00483E90,0x00483E93,3,0x00483E90-0x00483E93,?on_left_click@NewTechWin@@QAEXHH@Z,game,source_complete,exact,0x00483E90,0x00483E93,3,0x00483E90-0x00483E93,nullsub_166,missing,,,,,
0x00483EA0,0x00483EA8,8,0x00483EA0-0x00483EA8,?on_key_click@NewTechWin@@QAEHHH@Z,game,source_complete,exact,0x00483EA0,0x00483EA8,8,0x00483EA0-0x00483EA8,sub_483EA0,missing,,,,,
0x00483EB0,0x00483F8C,220,0x00483EB0-0x00483F8C,?on_group_clicked@NewTechWin@@QAEXHH@Z,game,unrecovered,exact,0x00483EB0,0x00483F8C,220,0x00483EB0-0x00483F8C,sub_483EB0,exact,0x00483EB0,0x00483F8C,220,0x00483EB0-0x00483F8C,FUN_00483eb0
0x00483F90,0x0048480F,2175,0x00483F90-0x0048480F,?exec@NewTechWin@@QAEXHH@Z,game,unrecovered,exact,0x00483F90,0x0048480F,2175,0x00483F90-0x0048480F,sub_483F90,exact,0x00483F90,0x0048480F,2175,0x00483F90-0x0048480F,FUN_00483f90
