address,end_address,size,segment,name,prototype,body_ranges,binary_kind,flags,source_locations,source_statuses,redirect_exports,original_dependencies,recovery_state,priority,notes,comments,call_target_count,caller_count
0x00422E10,0x00422E13,3,.text,?on_iface_left_click@BattleWin@@QAEXHH@Z,"void (__thiscall ?on_iface_left_click@BattleWin@@QAEXHH@Z)(BattleWin* this, int, int)",0x00422E10-0x00422E13,game,hidden;sp_ready;purged_ok,src/battlewin.cpp:24,Complete,,,source_complete,,,,0,0
0x00422E20,0x00422E23,3,.text,?on_iface_right_click@BattleWin@@QAEXHH@Z,"void (__thiscall ?on_iface_right_click@BattleWin@@QAEXHH@Z)(BattleWin* this, int, int)",0x00422E20-0x00422E23,game,hidden;sp_ready;purged_ok,src/battlewin.cpp:53,Complete,,,source_complete,,,,0,0
0x00422E30,0x00422E64,52,.text,?on_iface_left_down@BattleWin@@QAEXHH@Z,"void (__thiscall ?on_iface_left_down@BattleWin@@QAEXHH@Z)(BattleWin* this, int xCoord, int yCoord)",0x00422E30-0x00422E64,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00422E70,0x00422E73,3,.text,?on_iface_right_down@BattleWin@@QAEXHH@Z,"void (__thiscall ?on_iface_right_down@BattleWin@@QAEXHH@Z)(BattleWin* this, int, int)",0x00422E70-0x00422E73,game,hidden;sp_ready;purged_ok,src/battlewin.cpp:66,Complete,,,source_complete,,,,0,0
0x00422E80,0x00422E83,3,.text,?on_iface_mouse_move@BattleWin@@QAEXHH@Z,"void (__thiscall ?on_iface_mouse_move@BattleWin@@QAEXHH@Z)(BattleWin* this, int, int)",0x00422E80-0x00422E83,game,hidden;sp_ready;purged_ok,src/battlewin.cpp:79,Complete,,,source_complete,,,,0,0
0x00422E90,0x00422E93,3,.text,?on_iface_mouse_leave@BattleWin@@QAEXHH@Z,"void (__thiscall ?on_iface_mouse_leave@BattleWin@@QAEXHH@Z)(BattleWin* this, int, int)",0x00422E90-0x00422E93,game,hidden;sp_ready;purged_ok,src/battlewin.cpp:92,Complete,,,source_complete,,,,0,0
0x00422EA0,0x00422EA3,3,.text,?on_iface_selected@BattleWin@@QAEXHH@Z,"void (__thiscall ?on_iface_selected@BattleWin@@QAEXHH@Z)(BattleWin* this, int, int)",0x00422EA0-0x00422EA3,game,hidden;sp_ready;purged_ok,src/battlewin.cpp:105,Complete,,,source_complete,,,,0,0
0x00422EB0,0x00422EBA,10,.text,?timer_callback_daemon@BattleWin@@QAAXHH@Z,,0x00422EB0-0x00422EBA,game,hidden;sp_ready;purged_ok,src/guarded_teardowns.cpp:71,Complete,,,source_complete,,,,0,0
0x00422EC0,0x00422ECA,10,.text,?timer_callback_daemon@BattleWin@@QAAXH@Z,,0x00422EC0-0x00422ECA,game,hidden;sp_ready;purged_ok,src/guarded_teardowns.cpp:84,Complete,,,source_complete,,,,0,0
0x00422ED0,0x00422ED8,8,.text,??1BattleWin@@QAE@XZ,void (__thiscall ??1BattleWin@@QAE@XZ)(BattleWin* this),0x00422ED0-0x00422ED8,game,sp_ready;purged_ok,src/battlewin.cpp:35,Complete,,,source_complete,,,,0,0
0x00422EE0,0x00422EFB,27,.text,??0BattleWin@@QAE@XZ,void (__thiscall ??0BattleWin@@QAE@XZ)(BattleWin* this),0x00422EE0-0x00422EFB,game,sp_ready;purged_ok,,,,BattleWinCtorTarget,original_dependency,,,,1,1
0x00422F00,0x00422F1E,30,.text,?range@@YAHHHH@Z,"int (__cdecl ?range@@YAHHHH@Z)(int input, int min, int max)",0x00422F00-0x00422F1E,game,frame;hidden;sp_ready;purged_ok,src/general.cpp:112,Complete,?range@@YAHHHH@Z,,source_complete,,,,0,10
0x00422F20,0x00422FFA,236,.text,?compare_palettes@@YAHXZ,,0x00422F20-0x00422FFA;0x00652BD0-0x00652BE2,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,7,2
0x00423000,0x00423566,1422,.text,?colortables_init_faction@@YAXH@Z,,0x00423000-0x00423566;0x00652BE2-0x00652C0A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,20,1
0x00423570,0x0042439F,3671,.text,?colortables_init@@YAXXZ,,0x00423570-0x0042439F;0x00652C0A-0x00652C32,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,26,1
0x004243A0,0x004243B6,22,.text,??__Eg_COUNCWIN@@YAXXZ,,0x004243A0-0x004243B6,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:502,Complete,,,source_complete,,,,2,0
0x004243C0,0x004243CA,10,.text,??__Fg_COUNCWIN@@YAXXZ,,0x004243C0-0x004243CA,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:685,Complete,,,source_complete,,,,0,0
0x004243D0,0x004243E8,24,.text,?clear_council_notify@@YAXH@Z,,0x004243D0-0x004243E8,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,1
0x004243F0,0x0042440D,29,.text,?clear_council_notify@@YAXXZ,,0x004243F0-0x0042440D,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,1
0x00424410,0x0042471F,783,.text,?make_resolution@CouncWin@@QAEHH@Z,"int (__thiscall ?make_resolution@CouncWin@@QAEHH@Z)(CouncWin* this, int)",0x00424410-0x0042471F,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,2
0x00424720,0x0042486C,332,.text,?set_vote@CouncWin@@QAEXHH@Z,"void (__thiscall ?set_vote@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00424720-0x0042486C,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,4
0x00424870,0x0042502F,2374,.text,?on_button_clicked@CouncWin@@QAEXH@Z,"void (__thiscall ?on_button_clicked@CouncWin@@QAEXH@Z)(CouncWin* this, int)",0x00424870-0x0042502F;0x00652D40-0x00652EC7,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,30,0
0x00425050,0x00425B92,3439,.text,?on_left_click@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_left_click@CouncWin@@QAEXHH@Z)(CouncWin* this, int xCoord, int yCoord)",0x00425050-0x00425B92;0x00652EC7-0x006530F4,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,32,0
0x00425BA0,0x00425D8D,493,.text,?on_key_click@CouncWin@@QAEHHH@Z,"int (__thiscall ?on_key_click@CouncWin@@QAEHHH@Z)(CouncWin* this, int, int)",0x00425BA0-0x00425D8D,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00425D90,0x00425DAA,26,.text,?draw_all_leaders@CouncWin@@QAEXXZ,void (__thiscall ?draw_all_leaders@CouncWin@@QAEXXZ)(CouncWin* this),0x00425D90-0x00425DAA,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00425DB0,0x00426459,1705,.text,?draw_leader@CouncWin@@QAEXH@Z,"void (__thiscall ?draw_leader@CouncWin@@QAEXH@Z)(CouncWin* this, int factionID)",0x00425DB0-0x00426459,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,13,5
0x00426470,0x00426A95,1573,.text,?draw_info@CouncWin@@QAEXXZ,void (__thiscall ?draw_info@CouncWin@@QAEXXZ)(CouncWin* this),0x00426470-0x00426A95,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,15,1
0x00426AA0,0x00426EA1,1025,.text,?on_redraw@CouncWin@@QAEXXZ,void (__thiscall ?on_redraw@CouncWin@@QAEXXZ)(CouncWin* this),0x00426AA0-0x00426EA1,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,0
0x00426EB0,0x00426EB3,3,.text,?on_group_clicked@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_group_clicked@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00426EB0-0x00426EB3,game,hidden;sp_ready;purged_ok,src/councwin.cpp:23,Complete,,,source_complete,,,,0,0
0x00426EC0,0x00426EDE,30,.text,?on_mouse_leave@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_mouse_leave@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00426EC0-0x00426EDE,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00426EE0,0x00426F78,152,.text,?on_mouse_move@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@CouncWin@@QAEXHH@Z)(CouncWin* this, int xCoord, int yCoord)",0x00426EE0-0x00426F78,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00426F80,0x00426F83,3,.text,?on_button_passover@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_button_passover@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00426F80-0x00426F83,game,hidden;sp_ready;purged_ok,src/councwin.cpp:36,Complete,,,source_complete,,,,0,0
0x00426F90,0x00426F95,5,.text,?on_button_text_draw@CouncWin@@QAEHPAUGraphicWin@@PADH@Z,"int (__thiscall ?on_button_text_draw@CouncWin@@QAEHPAUGraphicWin@@PADH@Z)(CouncWin* this, GraphicWin*, int8*, int)",0x00426F90-0x00426F95,game,hidden;sp_ready;purged_ok,src/councwin.cpp:192,Complete,,,source_complete,,,,0,0
0x00426FA0,0x00427054,180,.text,?on_status@CouncWin@@QAEXH@Z,"void (__thiscall ?on_status@CouncWin@@QAEXH@Z)(CouncWin* this, int)",0x00426FA0-0x00427054,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,7,0
0x00427060,0x00427063,3,.text,?on_iface_left_click@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_left_click@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00427060-0x00427063,game,hidden;sp_ready;purged_ok,src/councwin.cpp:49,Complete,,,source_complete,,,,0,0
0x00427070,0x00427073,3,.text,?on_iface_right_click@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_right_click@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00427070-0x00427073,game,hidden;sp_ready;purged_ok,src/councwin.cpp:62,Complete,,,source_complete,,,,0,0
0x00427080,0x00427083,3,.text,?on_iface_left_down@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_left_down@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00427080-0x00427083,game,hidden;sp_ready;purged_ok,src/councwin.cpp:75,Complete,,,source_complete,,,,0,0
0x00427090,0x00427093,3,.text,?on_iface_right_down@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_right_down@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00427090-0x00427093,game,hidden;sp_ready;purged_ok,src/councwin.cpp:88,Complete,,,source_complete,,,,0,0
0x004270A0,0x004270A3,3,.text,?on_iface_mouse_move@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_mouse_move@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x004270A0-0x004270A3,game,hidden;sp_ready;purged_ok,src/councwin.cpp:101,Complete,,,source_complete,,,,0,0
0x004270B0,0x004270B3,3,.text,?on_iface_mouse_leave@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_mouse_leave@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x004270B0-0x004270B3,game,hidden;sp_ready;purged_ok,src/councwin.cpp:114,Complete,,,source_complete,,,,0,0
0x004270C0,0x004270C3,3,.text,?on_iface_selected@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_selected@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x004270C0-0x004270C3,game,hidden;sp_ready;purged_ok,src/councwin.cpp:127,Complete,,,source_complete,,,,0,0
0x004270D0,0x004270D3,3,.text,?on_iface_left_double_click@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_left_double_click@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x004270D0-0x004270D3,game,hidden;sp_ready;purged_ok,src/councwin.cpp:140,Complete,,,source_complete,,,,0,0
0x004270E0,0x004270E3,3,.text,?on_iface_right_double_click@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_right_double_click@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x004270E0-0x004270E3,game,hidden;sp_ready;purged_ok,src/councwin.cpp:153,Complete,,,source_complete,,,,0,0
0x004270F0,0x0042710D,29,.text,?on_iface_button_clicked@CouncWin@@QAEXH@Z,"void (__thiscall ?on_iface_button_clicked@CouncWin@@QAEXH@Z)(CouncWin* this, int)",0x004270F0-0x0042710D,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00427110,0x00427113,3,.text,?on_iface_button_toggled@CouncWin@@QAEXHH@Z,"void (__thiscall ?on_iface_button_toggled@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00427110-0x00427113,game,hidden;sp_ready;purged_ok,src/councwin.cpp:166,Complete,,,source_complete,,,,0,0
0x00427120,0x00427123,3,.text,?on_iface_group_clicked@CouncWin@@QAEXHHH@Z,"void (__thiscall ?on_iface_group_clicked@CouncWin@@QAEXHHH@Z)(CouncWin* this, int, int, int)",0x00427120-0x00427123,game,hidden;sp_ready;purged_ok,src/councwin.cpp:179,Complete,,,source_complete,,,,0,0
0x00427130,0x0042714B,27,.text,?show@CouncWin@@QAEHH@Z,"int (__thiscall ?show@CouncWin@@QAEHH@Z)(CouncWin* this, int)",0x00427130-0x0042714B,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00427150,0x00427155,5,.text,?hide@CouncWin@@QAEHXZ,int (__thiscall ?hide@CouncWin@@QAEHXZ)(CouncWin* this),0x00427150-0x00427155,thunk,hidden;thunk;sp_ready;purged_ok,,,,,thunk,,,,0,0
0x00427160,0x004271BE,94,.text,?close@CouncWin@@QAEXXZ,void (__thiscall ?close@CouncWin@@QAEXXZ)(CouncWin* this),0x00427160-0x004271BE,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x004271C0,0x0042722D,109,.text,?arrived@CouncWin@@QAEXH@Z,"void (__thiscall ?arrived@CouncWin@@QAEXH@Z)(CouncWin* this, int)",0x004271C0-0x0042722D,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,1
0x00427230,0x00428347,4396,.text,?init@CouncWin@@QAEXHH@Z,"void (__thiscall ?init@CouncWin@@QAEXHH@Z)(CouncWin* this, int, int)",0x00427230-0x00428347;0x006530F4-0x00653109,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,33,1
0x00428350,0x0042854E,510,.text,?council@@YAXHHH@Z,,0x00428350-0x0042854E,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,5,3
0x00428550,0x00428614,312,.text,??1CouncWin@@QAE@XZ,void (__thiscall ??1CouncWin@@QAE@XZ)(CouncWin* this),0x00428550-0x00428614;0x00652C40-0x00652CB4,game,frame;hidden;sp_ready;purged_ok,,,,CouncWinDtorTarget,original_dependency,,,,4,1
0x00428620,0x00428706,346,.text,??0CouncWin@@QAE@XZ,void (__thiscall ??0CouncWin@@QAE@XZ)(CouncWin* this),0x00428620-0x00428706;0x00652CC0-0x00652D34,game,frame;hidden;sp_ready;purged_ok,,,,CouncWinCtorTarget,original_dependency,,,,4,1
0x00428710,0x00428731,33,.text,??_GCouncWin@@UAEPAXI@Z,"void* (__thiscall ??_GCouncWin@@UAEPAXI@Z)(CouncWin* this, unsigned int)",0x00428710-0x00428731,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:487,Complete,,,source_complete,,,,2,0
0x00428740,0x0042874B,11,.text,??3CouncWin@@SAXPAXI@Z,,0x00428740-0x0042874B,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:503,Complete,,,source_complete,,,,0,0
0x00428750,0x00428766,22,.text,??__Eg_CREDITS_WAVE@@YAXXZ,,0x00428750-0x00428766,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:513,Complete,,,source_complete,,,,2,0
0x00428770,0x0042877A,10,.text,??__Fg_CREDITS_WAVE@@YAXXZ,,0x00428770-0x0042877A,game,hidden;sp_ready;purged_ok,src/atexit_thunks.cpp:695,Complete,,,source_complete,,,,0,0
0x00428780,0x00428830,250,.text,??0Credits@@QAE@XZ,void (__thiscall ??0Credits@@QAE@XZ)(Credits* this),0x00428780-0x00428830;0x00653110-0x0065315A,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,5,1
0x00428830,0x0042887D,77,.text,?unload@Credits@@QAEXXZ,void (__thiscall ?unload@Credits@@QAEXXZ)(Credits* this),0x00428830-0x0042887D,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00428880,0x004289BA,314,.text,?load@Credits@@QAEXXZ,void (__thiscall ?load@Credits@@QAEXXZ)(Credits* this),0x00428880-0x004289BA,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,1
0x004289C0,0x004289E9,41,.text,?close@Credits@@QAEXXZ,void (__thiscall ?close@Credits@@QAEXXZ)(Credits* this),0x004289C0-0x004289E9,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x004289F0,0x00428BF2,514,.text,?exec@Credits@@QAEXXZ,void (__thiscall ?exec@Credits@@QAEXXZ)(Credits* this),0x004289F0-0x00428BF2,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,15,1
0x00428C00,0x00428D5C,348,.text,?draw_credits@Credits@@QAEXXZ,void (__thiscall ?draw_credits@Credits@@QAEXXZ)(Credits* this),0x00428C00-0x00428D5C,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,5,1
0x00428D60,0x00428D70,16,.text,?on_key_click@Credits@@QAEXHH@Z,"void (__thiscall ?on_key_click@Credits@@QAEXHH@Z)(Credits* this, int, int)",0x00428D60-0x00428D70,game,hidden;sp_ready;purged_ok,src/delegation_thunks.cpp:87,Complete,,,source_complete,,,,0,0
0x00428D70,0x00428D7B,11,.text,?on_left_click@Credits@@QAEXHH@Z,"void (__thiscall ?on_left_click@Credits@@QAEXHH@Z)(Credits* this, int, int)",0x00428D70-0x00428D7B,game,hidden;sp_ready;purged_ok,src/delegation_thunks.cpp:103,Complete,,,source_complete,,,,0,0
0x00428D80,0x00428D83,3,.text,?on_left_down@Credits@@QAEXHH@Z,"void (__thiscall ?on_left_down@Credits@@QAEXHH@Z)(Credits* this, int, int)",0x00428D80-0x00428D83,game,hidden;sp_ready;purged_ok,src/credits.cpp:23,Complete,,,source_complete,,,,0,0
0x00428D90,0x00428D93,3,.text,?on_right_down@Credits@@QAEXHH@Z,"void (__thiscall ?on_right_down@Credits@@QAEXHH@Z)(Credits* this, int, int)",0x00428D90-0x00428D93,game,hidden;sp_ready;purged_ok,src/credits.cpp:36,Complete,,,source_complete,,,,0,0
0x00428DA0,0x00428DA3,3,.text,?on_mouse_move@Credits@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@Credits@@QAEXHH@Z)(Credits* this, int, int)",0x00428DA0-0x00428DA3,game,hidden;sp_ready;purged_ok,src/credits.cpp:49,Complete,,,source_complete,,,,0,0
0x00428DB0,0x00428DB3,3,.text,?on_button_clicked@Credits@@QAEXH@Z,"void (__thiscall ?on_button_clicked@Credits@@QAEXH@Z)(Credits* this, int)",0x00428DB0-0x00428DB3,game,hidden;sp_ready;purged_ok,src/credits.cpp:62,Complete,,,source_complete,,,,0,0
0x00428DC0,0x00428DCB,11,.text,?timer_callback_daemon@Credits@@QAEXXZ,void (__thiscall ?timer_callback_daemon@Credits@@QAEXXZ)(Credits* this),0x00428DC0-0x00428DCB,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00428DD0,0x00428DE7,23,.text,?timer_callback_daemon@Credits@@QAAXH@Z,,0x00428DD0-0x00428DE7,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00428DF0,0x00428E5B,128,.text,?show_credits@@YAXXZ,,0x00428DF0-0x00428E5B;0x0065315A-0x0065316F,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,4
0x00428E60,0x00428E81,33,.text,??_GCredits@@UAEPAXI@Z,,0x00428E60-0x00428E81,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:517,Complete,,,source_complete,,,,2,0
0x00428E90,0x00428F72,322,.text,??1Credits@@QAE@XZ,void (__thiscall ??1Credits@@QAE@XZ)(Credits* this),0x00428E90-0x00428F72;0x00653170-0x006531D0,game,frame;hidden;sp_ready;purged_ok,,,,CreditsDtorTarget,original_dependency,,,,8,1
0x00428F80,0x00428F8B,11,.text,??3Credits@@SAXPAXI@Z,,0x00428F80-0x00428F8B,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:532,Complete,,,source_complete,,,,0,0
0x00428F90,0x00428FA6,22,.text,??__Eg_DATALINK@@YAXXZ,,0x00428F90-0x00428FA6,game,hidden;sp_ready;purged_ok,src/init_thunks.cpp:524,Complete,,,source_complete,,,,2,0
0x00428FB0,0x00428FBA,10,.text,??__Fg_DATALINK@@YAXXZ,,0x00428FB0-0x00428FBA,game,sp_ready;purged_ok,src/atexit_thunks.cpp:705,Complete,,,source_complete,,,,0,0
0x00428FC0,0x00429178,737,.text,??0Datalink@@QAE@XZ,void (__thiscall ??0Datalink@@QAE@XZ)(Datalink* this),0x00428FC0-0x00429178;0x00653450-0x00653579,game,frame;sp_ready;purged_ok,,,,DatalinkCtorTarget,original_dependency,,,,9,1
0x00429180,0x004292FC,380,.text,?exec@Datalink@@QAEXIH@Z,"void (__thiscall ?exec@Datalink@@QAEXIH@Z)(Datalink* this, DatalinkID datalinkID, int)",0x00429180-0x004292FC,game,frame;hidden;sp_ready;purged_ok,,,,DatalinkExec,original_dependency,,,,8,18
0x00429300,0x0042A012,3367,.text,?init@Datalink@@QAEXXZ,void (__thiscall ?init@Datalink@@QAEXXZ)(Datalink* this),0x00429300-0x0042A012;0x00653579-0x0065358E,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,24,2
0x0042A020,0x0042A03E,30,.text,?UNK1@Datalink@@QAEHHH@Z,"int (__thiscall ?UNK1@Datalink@@QAEHHH@Z)(Datalink* this, int, int)",0x0042A020-0x0042A03E,game,frame;sp_ready;purged_ok,src/datalink.cpp:377,Complete,,,source_complete,,,,0,0
0x0042A040,0x0042A076,54,.text,?parse_id@Datalink@@QAEXHPAUDatalinkID@@PAH@Z,"int (__thiscall ?parse_id@Datalink@@QAEXHPAUDatalinkID@@PAH@Z)(Datalink* this, int, DatalinkID*, int*)",0x0042A040-0x0042A076,game,frame;hidden;sp_ready;purged_ok,src/datalink.cpp:411,Complete,,,source_complete,,,,0,1
0x0042A080,0x0042A0AD,45,.text,?construct_id@Datalink@@QAEXPADIH@Z,"void (__thiscall ?construct_id@Datalink@@QAEXPADIH@Z)(Datalink* this, int8*, DatalinkID, int)",0x0042A080-0x0042A0AD,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,2
0x0042A0B0,0x0042A0F1,65,.text,?UNK2@Datalink@@QAEXPADPAHPAH@Z,"void (__thiscall ?UNK2@Datalink@@QAEXPADPAHPAH@Z)(Datalink* this, int8*, int*, int*)",0x0042A0B0-0x0042A0F1,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x0042A100,0x0042A150,80,.text,?on_dialog_back_draw@Datalink@@QAEHPAUGraphicWin@@@Z,"int (__thiscall ?on_dialog_back_draw@Datalink@@QAEHPAUGraphicWin@@@Z)(Datalink* this, GraphicWin*)",0x0042A100-0x0042A150,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x0042A150,0x0042A260,272,.text,?on_dialog_item_back_draw@Datalink@@QAEHPAUGraphicWin@@HHPAURECT@@@Z,"int (__thiscall ?on_dialog_item_back_draw@Datalink@@QAEHPAUGraphicWin@@HHPAURECT@@@Z)(Datalink* this, GraphicWin*, int, int, RECT*)",0x0042A150-0x0042A260,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x0042A260,0x0042A2BF,95,.text,?UNK3@Datalink@@QAEXIH@Z,"void (__thiscall ?UNK3@Datalink@@QAEXIH@Z)(Datalink* this, DatalinkID, int)",0x0042A260-0x0042A2BF,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x0042A2C0,0x0042A4AC,492,.text,?set_cat@Datalink@@QAEXIH@Z,"void (__thiscall ?set_cat@Datalink@@QAEXIH@Z)(Datalink* this, DatalinkID, int)",0x0042A2C0-0x0042A4AC,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,20,6
0x0042A4F0,0x0042A621,305,.text,?set_cat_all@Datalink@@QAEXXZ,void (__thiscall ?set_cat_all@Datalink@@QAEXXZ)(Datalink* this),0x0042A4F0-0x0042A621,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,21,1
0x0042A630,0x0042A78E,350,.text,?set_cat_unit@Datalink@@QAEXXZ,void (__thiscall ?set_cat_unit@Datalink@@QAEXXZ)(Datalink* this),0x0042A630-0x0042A78E,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042A790,0x0042A8F4,356,.text,?set_cat_chassis@Datalink@@QAEXXZ,void (__thiscall ?set_cat_chassis@Datalink@@QAEXXZ)(Datalink* this),0x0042A790-0x0042A8F4,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042A900,0x0042AA5A,346,.text,?set_cat_reactor@Datalink@@QAEXXZ,void (__thiscall ?set_cat_reactor@Datalink@@QAEXXZ)(Datalink* this),0x0042A900-0x0042AA5A,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042AA60,0x0042ABBA,346,.text,?set_cat_weapon@Datalink@@QAEXXZ,void (__thiscall ?set_cat_weapon@Datalink@@QAEXXZ)(Datalink* this),0x0042AA60-0x0042ABBA,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042ABC0,0x0042AD1A,346,.text,?set_cat_defense@Datalink@@QAEXXZ,void (__thiscall ?set_cat_defense@Datalink@@QAEXXZ)(Datalink* this),0x0042ABC0-0x0042AD1A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042AD20,0x0042AE7A,346,.text,?set_cat_ability@Datalink@@QAEXXZ,void (__thiscall ?set_cat_ability@Datalink@@QAEXXZ)(Datalink* this),0x0042AD20-0x0042AE7A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042AE80,0x0042AFD9,345,.text,?set_cat_facility@Datalink@@QAEXXZ,void (__thiscall ?set_cat_facility@Datalink@@QAEXXZ)(Datalink* this),0x0042AE80-0x0042AFD9,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042AFE0,0x0042B18A,426,.text,?set_cat_project@Datalink@@QAEXXZ,void (__thiscall ?set_cat_project@Datalink@@QAEXXZ)(Datalink* this),0x0042AFE0-0x0042B18A,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,12,2
0x0042B190,0x0042B2F3,355,.text,?set_cat_tech@Datalink@@QAEXXZ,void (__thiscall ?set_cat_tech@Datalink@@QAEXXZ)(Datalink* this),0x0042B190-0x0042B2F3,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x0042B300,0x0042B487,391,.text,?set_cat_concept@Datalink@@QAEXXZ,void (__thiscall ?set_cat_concept@Datalink@@QAEXXZ)(Datalink* this),0x0042B300-0x0042B487,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,13,2
