address,end_address,size,segment,name,prototype,body_ranges,binary_kind,flags,source_locations,source_statuses,redirect_exports,original_dependencies,recovery_state,priority,notes,comments,call_target_count,caller_count
0x00404900,0x00404917,23,.text,?close@Popup@@QAEXXZ,void (__thiscall ?close@Popup@@QAEXXZ)(Popup* this),0x00404900-0x00404917,game,hidden;sp_ready;purged_ok,src/popup.cpp:26,Complete,,,source_complete,,,,2,104
0x00404920,0x00404A7C,348,.text,?show@Popup@@QAEXH@Z,"void (__thiscall ?show@Popup@@QAEXH@Z)(Popup* this, int)",0x00404920-0x00404A7C,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,7,0
0x00404A80,0x00404AFF,127,.text,?hide@Popup@@QAEXXZ,void (__thiscall ?hide@Popup@@QAEXXZ)(Popup* this),0x00404A80-0x00404AFF,game,hidden;sp_ready;purged_ok,,,,PopupOriginalHide,original_dependency,,,,4,4
0x00404B00,0x00404B05,5,.text,?on_redraw@Popup@@QAEXXZ,void (__thiscall ?on_redraw@Popup@@QAEXXZ)(Popup* this),0x00404B00-0x00404B05,thunk,hidden;thunk;sp_ready;purged_ok,,,,,thunk,,,,0,0
0x00404B10,0x00404EEF,991,.text,?calculate_dimensions@Popup@@QAEHXZ,int (__thiscall ?calculate_dimensions@Popup@@QAEHXZ)(Popup* this),0x00404B10-0x00404EEF,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00404EF0,0x00404F7A,138,.text,?on_post_window_init@Popup@@QAEXXZ,void (__thiscall ?on_post_window_init@Popup@@QAEXXZ)(Popup* this),0x00404EF0-0x00404F7A,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00404F80,0x00404F83,3,.text,?on_redraw_nc@Popup@@QAEXPAURECT@@H@Z,"void (__thiscall ?on_redraw_nc@Popup@@QAEXPAURECT@@H@Z)(Popup* this, RECT*, int)",0x00404F80-0x00404F83,game,sp_ready;purged_ok,src/popup.cpp:512,Complete,,,source_complete,,,,0,0
0x00404F90,0x00404FA4,20,.text,?on_nc_hittest@Popup@@QAEHHH@Z,"int (__thiscall ?on_nc_hittest@Popup@@QAEHHH@Z)(Popup* this, int, int)",0x00404F90-0x00404FA4,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00404FB0,0x0040501C,137,.text,?alloc@Popup@@QAAHXZ,,0x00404FB0-0x0040501C;0x00650772-0x0065078F,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00405020,0x0040504A,42,.text,?on_adjust_button_width@Popup@@QAEXXZ,void (__thiscall ?on_adjust_button_width@Popup@@QAEXXZ)(Popup* this),0x00405020-0x0040504A,game,hidden;sp_ready;purged_ok,src/popup.cpp:540,Complete,,,source_complete,,,,0,0
0x00405050,0x00405093,67,.text,?on_adjust_button_placement@Popup@@QAEXPAH00@Z,"void (__thiscall ?on_adjust_button_placement@Popup@@QAEXPAH00@Z)(Popup* this, int*, int*, int*)",0x00405050-0x00405093,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x004050A0,0x00405131,145,.text,?on_link_clicked@Popup@@QAEHHPAD@Z,"int (__thiscall ?on_link_clicked@Popup@@QAEHHPAD@Z)(Popup* this, int, int8*)",0x004050A0-0x00405131,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00405140,0x0040559B,1285,.text,?POP2@@YAHPBDPBDH@Z,,0x00405140-0x0040559B;0x0065078F-0x00650839,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,18,4
0x004055A0,0x00405910,1028,.text,?POP3@@YAXPBDPBDHHH@Z,,0x004055A0-0x00405910;0x00650839-0x006508CD,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,14,2
0x00405910,0x00405B01,497,.text,?on_exec@Popup@@QAEHXZ,int (__thiscall ?on_exec@Popup@@QAEHXZ)(Popup* this),0x00405910-0x00405B01,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00405B10,0x00405B15,5,.text,?on_dialog_back_draw@Popup@@QAEHPAUGraphicWin@@@Z,"int (__thiscall ?on_dialog_back_draw@Popup@@QAEHPAUGraphicWin@@@Z)(Popup* this, GraphicWin*)",0x00405B10-0x00405B15,game,hidden;sp_ready;purged_ok,src/popup.cpp:94,Complete,,,source_complete,,,,0,0
0x00405B20,0x00405C72,338,.text,?on_dialog_item_back_draw@Popup@@QAEHPAUGraphicWin@@HHPAURECT@@@Z,"int (__thiscall ?on_dialog_item_back_draw@Popup@@QAEHPAUGraphicWin@@HHPAURECT@@@Z)(Popup* this, GraphicWin*, int, int, RECT*)",0x00405B20-0x00405C72,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00405C80,0x00406251,1489,.text,?on_draw_background@Popup@@QAEHXZ,int (__thiscall ?on_draw_background@Popup@@QAEHXZ)(Popup* this),0x00405C80-0x00406251,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,9,0
0x00406260,0x00406323,195,.text,?on_listbox_scroll_create@Popup@@QAEHXZ,int (__thiscall ?on_listbox_scroll_create@Popup@@QAEHXZ)(Popup* this),0x00406260-0x00406323,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00406330,0x0040637C,76,.text,?on_listbox_scroll_delete@Popup@@QAEHPAUScroll@@@Z,"int (__thiscall ?on_listbox_scroll_delete@Popup@@QAEHPAUScroll@@@Z)(Popup* this, Scroll*)",0x00406330-0x0040637C,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00406380,0x004064CC,332,.text,?start@Popup@@QAEXPADPBDHPADHPAUGraphicWin@@@Z,"void (__thiscall ?start@Popup@@QAEXPADPBDHPADHPAUGraphicWin@@@Z)(Popup* this, int8* srcFileID, int8* sectionID, int, int8*, int, GraphicWin*)",0x00406380-0x004064CC,game,frame;sp_ready;purged_ok,,,,PopupOriginalStartFull,original_dependency,,,,4,84
0x004064D0,0x0040666F,583,.text,??1BasePop@@QAE@XZ,void (__thiscall ??1BasePop@@QAE@XZ)(BasePop* this),0x004064D0-0x0040666F;0x006508D0-0x00650978,game,frame;hidden;sp_ready;purged_ok,,,,BasePopDtorTarget,original_dependency,,,,11,75
0x00406670,0x004066BB,75,.text,sub_406670,,0x00406670-0x004066BB,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x004066C0,0x00406818,365,.text,sub_4066c0,,0x004066C0-0x00406818;0x00650980-0x00650995,game,frame;hidden;sp_ready;purged_ok,src/stringstruct.cpp:225,Complete,,,source_complete,,Runtime redirect installed by DllMain after byte-signature validation,,0,61
0x00406820,0x0040683B,27,.text,sub_406820,,0x00406820-0x0040683B,game,sp_ready;purged_ok,src/stringstruct.cpp:249,Complete,,,source_complete,,,,1,26
0x00406840,0x00406846,6,.text,sub_406840,,0x00406840-0x00406846,game,sp_ready;purged_ok,src/field_accessors.cpp:18,Complete,,,source_complete,,,,0,0
0x00406850,0x00406855,5,.text,??1Sprite@@QAE@XZ,,0x00406850-0x00406855,thunk,hidden;thunk;sp_ready;purged_ok,,,,SpriteElementTeardown,original_dependency,,,,0,1
0x00406860,0x00406879,25,.text,?hide@BaseButton@@QAEXXZ,void (__thiscall ?hide@BaseButton@@QAEXXZ)(BaseButton* this),0x00406860-0x00406879,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00406880,0x004068D8,106,.text,??1FlatButton@@QAE@XZ,void (__thiscall ??1FlatButton@@QAE@XZ)(FlatButton* this),0x00406880-0x004068D8;0x006509A0-0x006509B2,game,frame;hidden;sp_ready;purged_ok,src/flatbutton.cpp:62,Complete,,,source_complete,,,,2,93
0x004068E0,0x00406901,33,.text,??_GFlatButton@@UAEPAXI@Z,"void* (__thiscall ??_GFlatButton@@UAEPAXI@Z)(FlatButton* this, unsigned int)",0x004068E0-0x00406901,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:204,Complete,,,source_complete,,,,2,0
0x00406910,0x00406A74,590,.text,??1Dialogs@@QAE@XZ,void (__thiscall ??1Dialogs@@QAE@XZ)(Dialogs* this),0x00406910-0x00406A74;0x006509C0-0x00650AAA,game,frame;hidden;sp_ready;purged_ok,src/dialogs_recovery.cpp:342,"Complete with temporary EditGroup, SpriteBox and CheckBox destructor",,,source_complete,,,,6,72
0x00406A80,0x00406A85,5,.text,sub_406a80,,0x00406A80-0x00406A85,game,hidden;sp_ready;purged_ok,src/nullsub_thunks.cpp:40,Complete,,,source_complete,,,,0,0
0x00406A90,0x00406AE3,83,.text,sub_406a90,,0x00406A90-0x00406AE3,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,9
0x00406AF0,0x00406B16,38,.text,sub_406af0,,0x00406AF0-0x00406B16,game,sp_ready;purged_ok,src/leaf_recoveries.cpp:1315,Complete,,,source_complete,,,,3,9
0x00406B20,0x00406B23,3,.text,nullsub_27,,0x00406B20-0x00406B23,game,hidden;sp_ready;purged_ok,src/field_accessors.cpp:728,Complete,,,source_complete,,,,0,0
0x00406B30,0x00406B33,3,.text,sub_406b30,,0x00406B30-0x00406B33,game,hidden;sp_ready;purged_ok,src/nullsub_thunks.cpp:51,Complete,,,source_complete,,,,0,0
0x00406B40,0x00406B61,33,.text,??_GBasePop@@UAEPAXI@Z,,0x00406B40-0x00406B61,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:223,Complete,,,source_complete,,,,2,0
0x00406B70,0x00406B9C,44,.text,sub_406b70,,0x00406B70-0x00406B9C,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00406BA0,0x00406BCC,44,.text,sub_406ba0,,0x00406BA0-0x00406BCC,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,0,0
0x00406BD0,0x00406BF1,33,.text,??_GPopup@@UAEPAXI@Z,,0x00406BD0-0x00406BF1,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:241,Complete,,,source_complete,,,,2,0
0x00406C00,0x00406E52,836,.text,??1Popup@@QAE@XZ,void (__thiscall ??1Popup@@QAE@XZ)(Popup* this),0x00406C00-0x00406E52;0x00650AB0-0x00650BA2,game,frame;hidden;sp_ready;purged_ok,,,,PopupDtorTarget,original_dependency,,,,12,6
0x00406E60,0x00406F1A,248,.text,??1Scroll@@QAE@XZ,void (__thiscall ??1Scroll@@QAE@XZ)(Scroll* this),0x00406E60-0x00406F1A;0x00650BB0-0x00650BEE,game,frame;hidden;sp_ready;purged_ok,src/scroll.cpp:782,Complete,,,source_complete,,,,4,41
0x00406F20,0x00406F41,33,.text,??_GScroll@@UAEPAXI@Z,,0x00406F20-0x00406F41,game,hidden;sp_ready;purged_ok,src/scroll.cpp:807,Complete,,,source_complete,,,,2,0
0x00406F50,0x00406F58,8,.text,??1thunk1_RadioButton@@QAE@H@Z,"void (__thiscall ??1thunk1_RadioButton@@QAE@H@Z)(RadioButton* this, int)",0x00406F50-0x00406F58,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:236,Complete,,,source_complete,,,,0,0
0x00406F60,0x00406FE2,130,.text,??1RadioButton@@QAE@H@Z,"void (__thiscall ??1RadioButton@@QAE@H@Z)(RadioButton* this, int)",0x00406F60-0x00406FE2,game,frame;sp_ready;purged_ok,,,,RadioButtonDtorTarget,original_dependency,,,,4,0
0x00406FF0,0x00406FF8,8,.text,?on_redraw@thunk1_RadioButton@@QAEXXZ,void (__thiscall ?on_redraw@thunk1_RadioButton@@QAEXXZ)(RadioButton* this),0x00406FF0-0x00406FF8,game,sp_ready;purged_ok,src/adjustor_thunks.cpp:250,Complete,,,source_complete,,,,0,0
0x00407000,0x00407008,8,.text,?on_mouse_move@thunk1_RadioButton@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@thunk1_RadioButton@@QAEXHH@Z)(RadioButton* this, int, int)",0x00407000-0x00407008,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:264,Complete,,,source_complete,,,,0,0
0x00407010,0x00407018,8,.text,?on_mouse_leave@thunk1_RadioButton@@QAEXHH@Z,"void (__thiscall ?on_mouse_leave@thunk1_RadioButton@@QAEXHH@Z)(RadioButton* this, int, int)",0x00407010-0x00407018,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:279,Complete,,,source_complete,,,,0,0
0x00407020,0x00407028,8,.text,?on_left_down@thunk1_RadioButton@@QAEXHH@Z,"void (__thiscall ?on_left_down@thunk1_RadioButton@@QAEXHH@Z)(RadioButton* this, int, int)",0x00407020-0x00407028,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:294,Complete,,,source_complete,,,,0,0
0x00407030,0x00407038,8,.text,?on_key_down@thunk1_RadioButton@@QAEHH@Z,"int (__thiscall ?on_key_down@thunk1_RadioButton@@QAEHH@Z)(RadioButton* this, int)",0x00407030-0x00407038,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:309,Complete,,,source_complete,,,,0,0
0x00407040,0x00407048,8,.text,?on_left_double_click@thunk1_RadioButton@@QAEXHH@Z,"void (__thiscall ?on_left_double_click@thunk1_RadioButton@@QAEXHH@Z)(RadioButton* this, int, int)",0x00407040-0x00407048,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:323,Complete,,,source_complete,,,,0,0
0x00407050,0x00407058,8,.text,?on_dialog_focus@thunk1_RadioButton@@QAEXH@Z,"void (__thiscall ?on_dialog_focus@thunk1_RadioButton@@QAEXH@Z)(RadioButton* this, int)",0x00407050-0x00407058,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:338,Complete,,,source_complete,,,,0,0
0x00407060,0x00407071,17,.text,??1thunk2_RadioButton@@QAE@H@Z,"void (__thiscall ??1thunk2_RadioButton@@QAE@H@Z)(RadioButton* this, int)",0x00407060-0x00407071,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:353,Complete,,,source_complete,,,,0,0
0x00407080,0x0040708E,14,.text,??1thunk3_RadioButton@@QAE@H@Z,"void (__thiscall ??1thunk3_RadioButton@@QAE@H@Z)(RadioButton* this, int)",0x00407080-0x0040708E,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:367,Complete,,,source_complete,,,,0,0
0x00407090,0x00407098,8,.text,?attach@thunk1_RadioButton@@QAEHPAUGraphicWin@@HHH@Z,"int (__thiscall ?attach@thunk1_RadioButton@@QAEHPAUGraphicWin@@HHH@Z)(RadioButton* this, GraphicWin*, int, int, int)",0x00407090-0x00407098,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:381,Complete,,,source_complete,,,,0,0
0x004070A0,0x004070AE,14,.text,?on_redraw@thunk3_RadioButton@@QAEXXZ,void (__thiscall ?on_redraw@thunk3_RadioButton@@QAEXXZ)(RadioButton* this),0x004070A0-0x004070AE,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:396,Complete,,,source_complete,,,,0,0
0x004070B0,0x004070BB,11,.text,??3BasePop@@SAXPAXI@Z,,0x004070B0-0x004070BB,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:256,Complete,,,source_complete,,,,0,0
0x004070C0,0x004070CB,11,.text,??3Scroll@@SAXPAXI@Z,,0x004070C0-0x004070CB,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:268,Complete,,,source_complete,,,,0,0
0x004070D0,0x004070DB,11,.text,??3Popup@@SAXPAXI@Z,,0x004070D0-0x004070DB,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:281,Complete,,,source_complete,,,,0,0
0x004070E0,0x004070EB,11,.text,??3FlatButton@@SAXPAXI@Z,,0x004070E0-0x004070EB,game,hidden;sp_ready;purged_ok,src/deleting_thunks.cpp:293,Complete,,,source_complete,,,,0,0
0x004070F0,0x004070F8,8,.text,??_Gthunk1_Dialogs@@UAEPAXI@Z,"void* (__thiscall ??_Gthunk1_Dialogs@@UAEPAXI@Z)(Dialogs* this, unsigned int)",0x004070F0-0x004070F8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:410,Complete,,,source_complete,,,,0,0
0x00407100,0x00407141,65,.text,??_GDialogs@@UAEPAXI@Z,"void* (__thiscall ??_GDialogs@@UAEPAXI@Z)(Dialogs* this, unsigned int)",0x00407100-0x00407141,game,frame;hidden;sp_ready;purged_ok,src/dialogs_recovery.cpp:406,Complete,,DialogsScalarDeleteTarget,source_complete,,,,4,0
0x00407150,0x00407158,8,.text,?on_scroll_create@thunk1_Dialogs@@QAEXXZ,void (__thiscall ?on_scroll_create@thunk1_Dialogs@@QAEXXZ)(Dialogs* this),0x00407150-0x00407158,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:425,Complete,,,source_complete,,,,0,0
0x00407160,0x00407168,8,.text,?on_scroll_delete@thunk1_Dialogs@@QAEHPAUScroll@@@Z,"int (__thiscall ?on_scroll_delete@thunk1_Dialogs@@QAEHPAUScroll@@@Z)(Dialogs* this, Scroll*)",0x00407160-0x00407168,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:439,Complete,,,source_complete,,,,0,0
0x00407170,0x00407178,8,.text,?on_redraw@thunk1_Dialogs@@QAEXXZ,void (__thiscall ?on_redraw@thunk1_Dialogs@@QAEXXZ)(Dialogs* this),0x00407170-0x00407178,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:454,Complete,,,source_complete,,,,0,0
0x00407180,0x00407188,8,.text,?on_mousewheel@thunk1_Dialogs@@QAEXH@Z,"void (__thiscall ?on_mousewheel@thunk1_Dialogs@@QAEXH@Z)(Dialogs* this, int)",0x00407180-0x00407188,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:468,Complete,,,source_complete,,,,0,0
0x00407190,0x00407198,8,.text,?on_mouse_move@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_mouse_move@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x00407190-0x00407198,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:482,Complete,,,source_complete,,,,0,0
0x004071A0,0x004071A8,8,.text,?on_mouse_leave@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_mouse_leave@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x004071A0-0x004071A8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:497,Complete,,,source_complete,,,,0,0
0x004071B0,0x004071B8,8,.text,?on_left_click@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_left_click@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x004071B0-0x004071B8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:512,Complete,,,source_complete,,,,0,0
0x004071C0,0x004071C8,8,.text,?on_left_down@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_left_down@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x004071C0-0x004071C8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:527,Complete,,,source_complete,,,,0,0
0x004071D0,0x004071D8,8,.text,?on_left_up@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_left_up@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x004071D0-0x004071D8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:542,Complete,,,source_complete,,,,0,0
0x004071E0,0x004071E8,8,.text,?on_right_click@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_right_click@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x004071E0-0x004071E8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:557,Complete,,,source_complete,,,,0,0
0x004071F0,0x004071F8,8,.text,?on_right_down@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_right_down@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x004071F0-0x004071F8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:572,Complete,,,source_complete,,,,0,0
0x00407200,0x00407208,8,.text,?on_right_up@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_right_up@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x00407200-0x00407208,game,sp_ready;purged_ok,src/adjustor_thunks.cpp:587,Complete,,,source_complete,,,,0,0
0x00407210,0x00407218,8,.text,?on_key_down@thunk1_Dialogs@@QAEHH@Z,"int (__thiscall ?on_key_down@thunk1_Dialogs@@QAEHH@Z)(Dialogs* this, int)",0x00407210-0x00407218,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:602,Complete,,,source_complete,,,,0,0
0x00407220,0x00407228,8,.text,?on_left_double_click@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_left_double_click@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x00407220-0x00407228,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:616,Complete,,,source_complete,,,,0,0
0x00407230,0x00407238,8,.text,?on_right_double_click@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_right_double_click@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x00407230-0x00407238,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:631,Complete,,,source_complete,,,,0,0
0x00407240,0x00407248,8,.text,?on_scrolled@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_scrolled@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x00407240-0x00407248,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:646,Complete,,,source_complete,,,,0,0
0x00407250,0x00407258,8,.text,?on_scrolling@thunk1_Dialogs@@QAEXHH@Z,"void (__thiscall ?on_scrolling@thunk1_Dialogs@@QAEXHH@Z)(Dialogs* this, int, int)",0x00407250-0x00407258,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:661,Complete,,,source_complete,,,,0,0
0x00407260,0x00407268,8,.text,?on_dialog_focus@thunk1_Dialogs@@QAEXH@Z,"void (__thiscall ?on_dialog_focus@thunk1_Dialogs@@QAEXH@Z)(Dialogs* this, int)",0x00407260-0x00407268,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:676,Complete,,,source_complete,,,,0,0
0x00407270,0x00407278,8,.text,?pass_dialog_focus@thunk1_Dialogs@@QAEXXZ,void (__thiscall ?pass_dialog_focus@thunk1_Dialogs@@QAEXXZ)(Dialogs* this),0x00407270-0x00407278,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:690,Complete,,,source_complete,,,,0,0
0x00407280,0x00407291,17,.text,??_Gthunk2_Dialogs@@UAEPAXI@Z,"void* (__thiscall ??_Gthunk2_Dialogs@@UAEPAXI@Z)(Dialogs* this, unsigned int)",0x00407280-0x00407291,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:704,Complete,,,source_complete,,,,0,0
0x004072A0,0x004072AE,14,.text,??_Gthunk3_Dialogs@@UAEPAXI@Z,"void* (__thiscall ??_Gthunk3_Dialogs@@UAEPAXI@Z)(Dialogs* this, unsigned int)",0x004072A0-0x004072AE,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:719,Complete,,,source_complete,,,,0,0
0x004072B0,0x004072B8,8,.text,?attach@thunk1_Dialogs@@QAEHPAUGraphicWin@@HHH@Z,"int (__thiscall ?attach@thunk1_Dialogs@@QAEHPAUGraphicWin@@HHH@Z)(Dialogs* this, GraphicWin*, int, int, int)",0x004072B0-0x004072B8,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:734,Complete,,,source_complete,,,,0,0
0x004072C0,0x004072CE,14,.text,?on_redraw@thunk3_Dialogs@@QAEXXZ,void (__thiscall ?on_redraw@thunk3_Dialogs@@QAEXXZ)(Dialogs* this),0x004072C0-0x004072CE,game,hidden;sp_ready;purged_ok,src/adjustor_thunks.cpp:749,Complete,,,source_complete,,,,0,0
0x004072D0,0x00407348,120,.text,?filebox_draw@AlphaSave@@QAAXPAUGraphicWin@@HHHHH@Z,,0x004072D0-0x00407348,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00407350,0x00407410,304,.text,??0AlphaSave@@QAE@XZ,void (__thiscall ??0AlphaSave@@QAE@XZ)(AlphaSave* this),0x00407350-0x00407410;0x00650BF0-0x00650C60,game,frame;sp_ready;purged_ok,,,,,unrecovered,,,,6,3
0x00407410,0x00407906,1291,.text,?init@AlphaSave@@QAEXXZ,void (__thiscall ?init@AlphaSave@@QAEXXZ)(AlphaSave* this),0x00407410-0x00407906;0x00650C60-0x00650C75,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,11,3
0x00407910,0x00407915,5,.text,?close@AlphaSave@@QAEXXZ,void (__thiscall ?close@AlphaSave@@QAEXXZ)(AlphaSave* this),0x00407910-0x00407915,thunk,hidden;thunk;sp_ready;purged_ok,,,,,thunk,,,,0,3
0x00407920,0x00407A7E,350,.text,?save@AlphaSave@@QAEXXZ,void (__thiscall ?save@AlphaSave@@QAEXXZ)(AlphaSave* this),0x00407920-0x00407A7E,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,1
0x00407A80,0x00407BDE,350,.text,?load@AlphaSave@@QAEXXZ,void (__thiscall ?load@AlphaSave@@QAEXXZ)(AlphaSave* this),0x00407A80-0x00407BDE,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,10,2
0x00407BE0,0x00407C57,119,.text,?show@AlphaSave@@QAEXH@Z,"void (__thiscall ?show@AlphaSave@@QAEXH@Z)(AlphaSave* this, int)",0x00407BE0-0x00407C57,game,sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00407C60,0x00407CC4,100,.text,?hide@AlphaSave@@QAEXXZ,void (__thiscall ?hide@AlphaSave@@QAEXXZ)(AlphaSave* this),0x00407C60-0x00407CC4,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
0x00407CD0,0x00407CE6,22,.text,?on_button_clicked@AlphaSave@@QAEXH@Z,"void (__thiscall ?on_button_clicked@AlphaSave@@QAEXH@Z)(AlphaSave* this, int)",0x00407CD0-0x00407CE6,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00407CF0,0x00407D06,22,.text,?on_double_clicked@AlphaSave@@QAEXH@Z,"void (__thiscall ?on_double_clicked@AlphaSave@@QAEXH@Z)(AlphaSave* this, int)",0x00407CF0-0x00407D06,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,1,0
0x00407D10,0x00407D62,82,.text,?on_key_click@AlphaSave@@QAEXHH@Z,"void (__thiscall ?on_key_click@AlphaSave@@QAEXHH@Z)(AlphaSave* this, int, int)",0x00407D10-0x00407D62,game,frame;hidden;sp_ready;purged_ok,,,,,unrecovered,,,,2,0
0x00407D90,0x00407E7B,235,.text,?on_selected@AlphaSave@@QAEXH@Z,"void (__thiscall ?on_selected@AlphaSave@@QAEXH@Z)(AlphaSave* this, int)",0x00407D90-0x00407E7B,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,3,0
0x00407E80,0x00407ECA,74,.text,?on_listbox_scroll_create@AlphaSave@@QAEHXZ,int (__thiscall ?on_listbox_scroll_create@AlphaSave@@QAEHXZ)(AlphaSave* this),0x00407E80-0x00407ECA,game,hidden;sp_ready;purged_ok,,,,,unrecovered,,,,4,0
